# basename,datetime,site,mode,raw_size,gz_size,7z_size
COVIS-20180816T103001-imaging2,2018-08-16 10:30:01,Ashes,imaging2,1559362919,376778069,240922550
COVIS-20180816T110001-imaging1,2018-08-16 11:00:01,Ashes,imaging1,1559363012,371359649,237275809
COVIS-20180816T113001-imaging3,2018-08-16 11:30:01,Ashes,imaging3,1559363304,390416979,251050991
COVIS-20180816T120001-diffuse3deep,2018-08-16 12:00:01,Ashes,diffuse3deep,8440235,3153024,2321632
COVIS-20180816T120225-diffuse3shallow,2018-08-16 12:02:25,Ashes,diffuse3shallow,8440250,4189917,3142513
COVIS-20180816T120350-diffuse1deep,2018-08-16 12:03:50,Ashes,diffuse1deep,8440254,3138410,2338762
COVIS-20180816T120612-diffuse1shallow,2018-08-16 12:06:12,Ashes,diffuse1shallow,8440248,4176534,3120553
COVIS-20180816T120732-diffuse2deep,2018-08-16 12:07:32,Ashes,diffuse2deep,8440244,3177607,2320850
COVIS-20180816T120952-diffuse2shallow,2018-08-16 12:09:52,Ashes,diffuse2shallow,8440254,4242647,3223341
COVIS-20180816T123001-imaging2,2018-08-16 12:30:01,Ashes,imaging2,1559362920,378259190,241529203
COVIS-20180816T130001-imaging1,2018-08-16 13:00:01,Ashes,imaging1,1559363004,384716034,246458732
COVIS-20180816T133002-imaging3,2018-08-16 13:30:02,Ashes,imaging3,1559363312,379378851,245631158
COVIS-20180816T140002-diffuse3deep,2018-08-16 14:00:02,Ashes,diffuse3deep,8440238,3165977,2333731
COVIS-20180816T140226-diffuse3shallow,2018-08-16 14:02:26,Ashes,diffuse3shallow,8440250,4206772,3163007
COVIS-20180816T140351-diffuse1deep,2018-08-16 14:03:51,Ashes,diffuse1deep,8440256,3181973,2351953
COVIS-20180816T140613-diffuse1shallow,2018-08-16 14:06:13,Ashes,diffuse1shallow,8440253,4220538,3161564
COVIS-20180816T140733-diffuse2deep,2018-08-16 14:07:33,Ashes,diffuse2deep,8440245,3142679,2312600
COVIS-20180816T140956-diffuse2shallow,2018-08-16 14:09:56,Ashes,diffuse2shallow,8440250,4274231,3236365
COVIS-20180816T143002-imaging2,2018-08-16 14:30:02,Ashes,imaging2,1559362929,374688853,241012998
COVIS-20180816T150002-imaging1,2018-08-16 15:00:02,Ashes,imaging1,1559363050,378709384,244943991
COVIS-20180816T153002-imaging3,2018-08-16 15:30:02,Ashes,imaging3,1559363328,373337166,241063336
COVIS-20180816T160002-diffuse3deep,2018-08-16 16:00:02,Ashes,diffuse3deep,8440241,3149422,2315708
COVIS-20180816T160221-diffuse3shallow,2018-08-16 16:02:21,Ashes,diffuse3shallow,8440250,4211614,3162876
COVIS-20180816T160345-diffuse1deep,2018-08-16 16:03:45,Ashes,diffuse1deep,8440253,3109955,2312988
COVIS-20180816T160608-diffuse1shallow,2018-08-16 16:06:08,Ashes,diffuse1shallow,8440250,4180131,3144173
COVIS-20180816T160727-diffuse2deep,2018-08-16 16:07:27,Ashes,diffuse2deep,8440243,3235858,2352283
COVIS-20180816T160946-diffuse2shallow,2018-08-16 16:09:46,Ashes,diffuse2shallow,8440251,4273650,3236193
COVIS-20180816T163002-imaging2,2018-08-16 16:30:02,Ashes,imaging2,1555754773,383312610,246297111
COVIS-20180816T170002-imaging1,2018-08-16 17:00:02,Ashes,imaging1,1559363035,394811413,258698842
COVIS-20180816T173002-imaging3,2018-08-16 17:30:02,Ashes,imaging3,1559073541,387240058,132917850
COVIS-20180816T180002-diffuse3deep,2018-08-16 18:00:02,Ashes,diffuse3deep,8440238,3154160,2311222
COVIS-20180816T180226-diffuse3shallow,2018-08-16 18:02:26,Ashes,diffuse3shallow,8440250,4192484,3140978
COVIS-20180816T180351-diffuse1deep,2018-08-16 18:03:51,Ashes,diffuse1deep,8440255,3205617,2362763
COVIS-20180816T180613-diffuse1shallow,2018-08-16 18:06:13,Ashes,diffuse1shallow,8440250,4320301,3213577
COVIS-20180816T180733-diffuse2deep,2018-08-16 18:07:33,Ashes,diffuse2deep,8440245,3212923,2329927
COVIS-20180816T180953-diffuse2shallow,2018-08-16 18:09:53,Ashes,diffuse2shallow,8440249,4369628,3278329
COVIS-20180816T183001-imaging2,2018-08-16 18:30:01,Ashes,imaging2,1559362941,382539647,244153064
COVIS-20180816T190001-imaging1,2018-08-16 19:00:01,Ashes,imaging1,1559363010,376620279,242375460
COVIS-20180816T193001-imaging3,2018-08-16 19:30:01,Ashes,imaging3,1555755200,381241908,244917527
COVIS-20180816T200001-diffuse3deep,2018-08-16 20:00:01,Ashes,diffuse3deep,8440239,3110032,2298400
COVIS-20180816T200225-diffuse3shallow,2018-08-16 20:02:25,Ashes,diffuse3shallow,8440249,4144492,3129687
COVIS-20180816T200349-diffuse1deep,2018-08-16 20:03:49,Ashes,diffuse1deep,8440256,3102781,2297144
COVIS-20180816T200611-diffuse1shallow,2018-08-16 20:06:11,Ashes,diffuse1shallow,8440253,4126275,3100923
COVIS-20180816T200732-diffuse2deep,2018-08-16 20:07:32,Ashes,diffuse2deep,8440243,3169295,2328350
COVIS-20180816T200953-diffuse2shallow,2018-08-16 20:09:53,Ashes,diffuse2shallow,8440247,4232637,3232433
COVIS-20180816T203001-imaging2,2018-08-16 20:30:01,Ashes,imaging2,1559362888,383309556,245278657
COVIS-20180816T210001-imaging1,2018-08-16 21:00:01,Ashes,imaging1,1559363003,375959273,241880408
COVIS-20180816T213002-imaging3,2018-08-16 21:30:02,Ashes,imaging3,1559363299,382435367,246349280
COVIS-20180816T220002-diffuse3deep,2018-08-16 22:00:02,Ashes,diffuse3deep,8440238,3151960,2336770
COVIS-20180816T220227-diffuse3shallow,2018-08-16 22:02:27,Ashes,diffuse3shallow,8440250,4143684,3122752
COVIS-20180816T220352-diffuse1deep,2018-08-16 22:03:52,Ashes,diffuse1deep,8440252,3104975,2312490
COVIS-20180816T220613-diffuse1shallow,2018-08-16 22:06:13,Ashes,diffuse1shallow,8440252,4157437,3127707
COVIS-20180816T220734-diffuse2deep,2018-08-16 22:07:34,Ashes,diffuse2deep,8440246,3133122,2293091
COVIS-20180816T220952-diffuse2shallow,2018-08-16 22:09:52,Ashes,diffuse2shallow,8440248,4216103,3206600
COVIS-20180816T223002-imaging2,2018-08-16 22:30:02,Ashes,imaging2,1559362885,378104054,244017153
COVIS-20180816T230002-imaging1,2018-08-16 23:00:02,Ashes,imaging1,1559363011,375119935,242607538
COVIS-20180816T233002-imaging3,2018-08-16 23:30:02,Ashes,imaging3,1559363283,379179010,245078073
COVIS-20180817T000002-diffuse3deep,2018-08-17 00:00:02,Ashes,diffuse3deep,8440241,3123368,2317773
COVIS-20180817T000225-diffuse3shallow,2018-08-17 00:02:25,Ashes,diffuse3shallow,8440246,4164195,3126734
COVIS-20180817T000348-diffuse1deep,2018-08-17 00:03:48,Ashes,diffuse1deep,8440253,3113528,2286502
COVIS-20180817T000605-diffuse1shallow,2018-08-17 00:06:05,Ashes,diffuse1shallow,8440246,4164953,3112134
COVIS-20180817T000725-diffuse2deep,2018-08-17 00:07:25,Ashes,diffuse2deep,8440247,3135163,2300951
COVIS-20180817T000948-diffuse2shallow,2018-08-17 00:09:48,Ashes,diffuse2shallow,8440253,4214453,3197785
COVIS-20180817T003002-imaging2,2018-08-17 00:30:02,Ashes,imaging2,1559362899,374020664,239418790
COVIS-20180817T010002-imaging1,2018-08-17 01:00:02,Ashes,imaging1,1559362976,372387196,239239861
COVIS-20180817T013002-imaging3,2018-08-17 01:30:02,Ashes,imaging3,1559363325,385061717,248522684
COVIS-20180817T020002-diffuse3deep,2018-08-17 02:00:02,Ashes,diffuse3deep,8440235,3118432,2309715
COVIS-20180817T020225-diffuse3shallow,2018-08-17 02:02:25,Ashes,diffuse3shallow,8440250,4149543,3127495
COVIS-20180817T020349-diffuse1deep,2018-08-17 02:03:49,Ashes,diffuse1deep,8440259,3111604,2310792
COVIS-20180817T020612-diffuse1shallow,2018-08-17 02:06:12,Ashes,diffuse1shallow,8440252,4156853,3130458
COVIS-20180817T020733-diffuse2deep,2018-08-17 02:07:33,Ashes,diffuse2deep,8440245,3131725,2304760
COVIS-20180817T020955-diffuse2shallow,2018-08-17 02:09:55,Ashes,diffuse2shallow,8440252,4215600,3200010
COVIS-20180817T023002-imaging2,2018-08-17 02:30:02,Ashes,imaging2,1559362889,370272744,234737843
COVIS-20180817T030002-imaging1,2018-08-17 03:00:02,Ashes,imaging1,1559363002,375181781,239917268
COVIS-20180817T033002-imaging3,2018-08-17 03:30:02,Ashes,imaging3,1559363304,398125176,258156235
COVIS-20180817T040001-diffuse3deep,2018-08-17 04:00:01,Ashes,diffuse3deep,8440239,3096154,2298961
COVIS-20180817T040223-diffuse3shallow,2018-08-17 04:02:23,Ashes,diffuse3shallow,8440249,4129593,3111394
COVIS-20180817T040347-diffuse1deep,2018-08-17 04:03:47,Ashes,diffuse1deep,8440252,3123046,2320702
COVIS-20180817T040608-diffuse1shallow,2018-08-17 04:06:08,Ashes,diffuse1shallow,8440247,4162358,3133431
COVIS-20180817T040728-diffuse2deep,2018-08-17 04:07:28,Ashes,diffuse2deep,8440247,3132650,2294571
COVIS-20180817T040947-diffuse2shallow,2018-08-17 04:09:47,Ashes,diffuse2shallow,8440243,4207659,3213039
COVIS-20180817T043002-imaging2,2018-08-17 04:30:02,Ashes,imaging2,1559362887,387103037,246774361
COVIS-20180817T050002-imaging1,2018-08-17 05:00:02,Ashes,imaging1,1559363022,387053738,248604289
COVIS-20180817T053002-imaging3,2018-08-17 05:30:02,Ashes,imaging3,1559363286,397494135,255284227
COVIS-20180817T060002-diffuse3deep,2018-08-17 06:00:02,Ashes,diffuse3deep,8440238,3133789,2317237
COVIS-20180817T060222-diffuse3shallow,2018-08-17 06:02:22,Ashes,diffuse3shallow,8440252,4144320,3129644
COVIS-20180817T060341-diffuse1deep,2018-08-17 06:03:41,Ashes,diffuse1deep,8440255,3136302,2330061
COVIS-20180817T060604-diffuse1shallow,2018-08-17 06:06:04,Ashes,diffuse1shallow,8440253,4234579,3160844
COVIS-20180817T060722-diffuse2deep,2018-08-17 06:07:22,Ashes,diffuse2deep,8440242,3224475,2336863
COVIS-20180817T060945-diffuse2shallow,2018-08-17 06:09:45,Ashes,diffuse2shallow,8440253,4322221,3259337
COVIS-20180817T063002-imaging2,2018-08-17 06:30:02,Ashes,imaging2,1559362870,389923194,249571343
COVIS-20180817T070002-imaging1,2018-08-17 07:00:02,Ashes,imaging1,1559363006,398084326,258817917
COVIS-20180817T073002-imaging3,2018-08-17 07:30:02,Ashes,imaging3,1559363332,377777834,242070986
COVIS-20180817T080002-diffuse3deep,2018-08-17 08:00:02,Ashes,diffuse3deep,8440234,3153801,2314292
COVIS-20180817T080226-diffuse3shallow,2018-08-17 08:02:26,Ashes,diffuse3shallow,8440418,4196896,3145478
COVIS-20180817T080350-diffuse1deep,2018-08-17 08:03:50,Ashes,diffuse1deep,8440256,3148179,2326524
COVIS-20180817T080612-diffuse1shallow,2018-08-17 08:06:12,Ashes,diffuse1shallow,8440248,4214774,3170473
COVIS-20180817T080734-diffuse2deep,2018-08-17 08:07:34,Ashes,diffuse2deep,8440246,3152583,2309476
COVIS-20180817T080953-diffuse2shallow,2018-08-17 08:09:53,Ashes,diffuse2shallow,8440252,4219379,3206958
COVIS-20180817T083002-imaging2,2018-08-17 08:30:02,Ashes,imaging2,1559362888,369306097,235695326
COVIS-20180817T090002-imaging1,2018-08-17 09:00:02,Ashes,imaging1,1559363025,374217956,242101416
COVIS-20180817T093002-imaging3,2018-08-17 09:30:02,Ashes,imaging3,1559363314,387803132,249478719
COVIS-20180817T100002-diffuse3deep,2018-08-17 10:00:02,Ashes,diffuse3deep,8440238,3104676,2288733
COVIS-20180817T100225-diffuse3shallow,2018-08-17 10:02:25,Ashes,diffuse3shallow,8440251,4135811,3129842
COVIS-20180817T100349-diffuse1deep,2018-08-17 10:03:49,Ashes,diffuse1deep,8440249,3086159,2293368
COVIS-20180817T100613-diffuse1shallow,2018-08-17 10:06:13,Ashes,diffuse1shallow,8440250,4135414,3102261
COVIS-20180817T100732-diffuse2deep,2018-08-17 10:07:32,Ashes,diffuse2deep,8440248,3145391,2311111
COVIS-20180817T100955-diffuse2shallow,2018-08-17 10:09:55,Ashes,diffuse2shallow,8440251,4215616,3199173
COVIS-20180817T103002-imaging2,2018-08-17 10:30:02,Ashes,imaging2,1559362930,383426267,244833236
COVIS-20180817T110002-imaging1,2018-08-17 11:00:02,Ashes,imaging1,1559362997,379410127,245299528
COVIS-20180817T113002-imaging3,2018-08-17 11:30:02,Ashes,imaging3,1559363318,385789480,249221357
COVIS-20180817T120001-diffuse3deep,2018-08-17 12:00:01,Ashes,diffuse3deep,8440238,3156678,2337952
COVIS-20180817T120224-diffuse3shallow,2018-08-17 12:02:24,Ashes,diffuse3shallow,8440247,4167014,3122267
COVIS-20180817T120348-diffuse1deep,2018-08-17 12:03:48,Ashes,diffuse1deep,8440255,3118828,2313937
COVIS-20180817T120609-diffuse1shallow,2018-08-17 12:06:09,Ashes,diffuse1shallow,8440247,4155885,3111162
COVIS-20180817T120727-diffuse2deep,2018-08-17 12:07:27,Ashes,diffuse2deep,8440245,3172897,2338891
COVIS-20180817T120945-diffuse2shallow,2018-08-17 12:09:45,Ashes,diffuse2shallow,8440251,4215927,3208758
COVIS-20180817T123001-imaging2,2018-08-17 12:30:01,Ashes,imaging2,1559362900,383582509,246039750
COVIS-20180817T130002-imaging1,2018-08-17 13:00:02,Ashes,imaging1,1559363020,383254048,249492519
COVIS-20180817T133001-imaging3,2018-08-17 13:30:01,Ashes,imaging3,1559332885,402015970,251605829
COVIS-20180817T140001-diffuse3deep,2018-08-17 14:00:01,Ashes,diffuse3deep,8440239,3118546,2314442
COVIS-20180817T140222-diffuse3shallow,2018-08-17 14:02:22,Ashes,diffuse3shallow,8440251,4121972,3105957
COVIS-20180817T140347-diffuse1deep,2018-08-17 14:03:47,Ashes,diffuse1deep,8440258,3117910,2289205
COVIS-20180817T140609-diffuse1shallow,2018-08-17 14:06:09,Ashes,diffuse1shallow,8440252,4165055,3131163
COVIS-20180817T140729-diffuse2deep,2018-08-17 14:07:29,Ashes,diffuse2deep,8440244,3115054,2287500
COVIS-20180817T140950-diffuse2shallow,2018-08-17 14:09:50,Ashes,diffuse2shallow,8440249,4215005,3222722
COVIS-20180817T143001-imaging2,2018-08-17 14:30:01,Ashes,imaging2,1559362917,397432892,255099855
COVIS-20180817T150001-imaging1,2018-08-17 15:00:01,Ashes,imaging1,1559363006,361942365,231575244
COVIS-20180817T153001-imaging3,2018-08-17 15:30:01,Ashes,imaging3,1559363303,382612123,245929369
COVIS-20180817T160001-diffuse3deep,2018-08-17 16:00:01,Ashes,diffuse3deep,8440237,3104751,2294147
COVIS-20180817T160225-diffuse3shallow,2018-08-17 16:02:25,Ashes,diffuse3shallow,8440244,4134042,3139259
COVIS-20180817T160349-diffuse1deep,2018-08-17 16:03:49,Ashes,diffuse1deep,8440244,3110886,2288189
COVIS-20180817T160611-diffuse1shallow,2018-08-17 16:06:11,Ashes,diffuse1shallow,8440251,4139564,3117648
COVIS-20180817T160732-diffuse2deep,2018-08-17 16:07:32,Ashes,diffuse2deep,8440243,3154845,2315933
COVIS-20180817T160952-diffuse2shallow,2018-08-17 16:09:52,Ashes,diffuse2shallow,8440249,4245296,3235230
COVIS-20180817T163001-imaging2,2018-08-17 16:30:01,Ashes,imaging2,1559362901,389008425,250578040
COVIS-20180817T170002-imaging1,2018-08-17 17:00:02,Ashes,imaging1,1559362995,386905679,248220088
COVIS-20180817T173002-imaging3,2018-08-17 17:30:02,Ashes,imaging3,1559363315,386187613,249952085
COVIS-20180817T180002-diffuse3deep,2018-08-17 18:00:02,Ashes,diffuse3deep,8440241,3143740,2313926
COVIS-20180817T180226-diffuse3shallow,2018-08-17 18:02:26,Ashes,diffuse3shallow,8440253,4159847,3143346
COVIS-20180817T180351-diffuse1deep,2018-08-17 18:03:51,Ashes,diffuse1deep,8440266,3147846,2330808
COVIS-20180817T180612-diffuse1shallow,2018-08-17 18:06:12,Ashes,diffuse1shallow,8440252,4211902,3149655
COVIS-20180817T180733-diffuse2deep,2018-08-17 18:07:33,Ashes,diffuse2deep,8440244,3154703,2312237
COVIS-20180817T180954-diffuse2shallow,2018-08-17 18:09:54,Ashes,diffuse2shallow,8440251,4238294,3222559
COVIS-20180817T183002-imaging2,2018-08-17 18:30:02,Ashes,imaging2,1559362891,380396062,242867612
COVIS-20180817T190002-imaging1,2018-08-17 19:00:02,Ashes,imaging1,1559362992,380322915,243999865
COVIS-20180817T193001-imaging3,2018-08-17 19:30:01,Ashes,imaging3,1559363322,369927959,237423825
COVIS-20180817T200001-diffuse3deep,2018-08-17 20:00:01,Ashes,diffuse3deep,8440237,3115217,2299968
COVIS-20180817T200222-diffuse3shallow,2018-08-17 20:02:22,Ashes,diffuse3shallow,8440252,4127021,3108713
COVIS-20180817T200345-diffuse1deep,2018-08-17 20:03:45,Ashes,diffuse1deep,8440255,3117126,2322648
COVIS-20180817T200608-diffuse1shallow,2018-08-17 20:06:08,Ashes,diffuse1shallow,8440246,4139537,3113375
COVIS-20180817T200729-diffuse2deep,2018-08-17 20:07:29,Ashes,diffuse2deep,8440240,3135239,2289707
COVIS-20180817T200950-diffuse2shallow,2018-08-17 20:09:50,Ashes,diffuse2shallow,8440249,4210235,3189393
COVIS-20180817T203001-imaging2,2018-08-17 20:30:01,Ashes,imaging2,1559362933,375671964,239980200
COVIS-20180817T210002-imaging1,2018-08-17 21:00:02,Ashes,imaging1,1555754901,361251753,231132516
COVIS-20180817T213002-imaging3,2018-08-17 21:30:02,Ashes,imaging3,1559363315,373222272,240027088
COVIS-20180817T220002-diffuse3deep,2018-08-17 22:00:02,Ashes,diffuse3deep,8440227,3129987,2316588
COVIS-20180817T220228-diffuse3shallow,2018-08-17 22:02:28,Ashes,diffuse3shallow,8440249,4159026,3144273
COVIS-20180817T220347-diffuse1deep,2018-08-17 22:03:47,Ashes,diffuse1deep,8440256,3134931,2333997
COVIS-20180817T220609-diffuse1shallow,2018-08-17 22:06:09,Ashes,diffuse1shallow,8440251,4159061,3122245
COVIS-20180817T220726-diffuse2deep,2018-08-17 22:07:26,Ashes,diffuse2deep,8440238,3137921,2301808
COVIS-20180817T220948-diffuse2shallow,2018-08-17 22:09:48,Ashes,diffuse2shallow,8440250,4222239,3207031
COVIS-20180817T223002-imaging2,2018-08-17 22:30:02,Ashes,imaging2,1559362916,374506717,239771304
COVIS-20180817T230002-imaging1,2018-08-17 23:00:02,Ashes,imaging1,1559363022,380228194,245366771
COVIS-20180817T233002-imaging3,2018-08-17 23:30:02,Ashes,imaging3,1559363309,395883179,255674229
COVIS-20180818T000002-diffuse3deep,2018-08-18 00:00:02,Ashes,diffuse3deep,8440237,3162987,2314281
COVIS-20180818T000224-diffuse3shallow,2018-08-18 00:02:24,Ashes,diffuse3shallow,8440253,4171272,3143628
COVIS-20180818T000349-diffuse1deep,2018-08-18 00:03:49,Ashes,diffuse1deep,8440253,3168337,2342879
COVIS-20180818T000610-diffuse1shallow,2018-08-18 00:06:10,Ashes,diffuse1shallow,8440251,4181050,3133791
COVIS-20180818T000731-diffuse2deep,2018-08-18 00:07:31,Ashes,diffuse2deep,8440244,3172839,2315139
COVIS-20180818T000951-diffuse2shallow,2018-08-18 00:09:51,Ashes,diffuse2shallow,8440237,3897950,2904989
COVIS-20180818T003002-imaging2,2018-08-18 00:30:02,Ashes,imaging2,1559362921,377849134,242074510
COVIS-20180818T010002-imaging1,2018-08-18 01:00:02,Ashes,imaging1,1559363009,383305962,247496352
COVIS-20180818T013002-imaging3,2018-08-18 01:30:02,Ashes,imaging3,1559363315,379560727,244764503
COVIS-20180818T020002-diffuse3deep,2018-08-18 02:00:02,Ashes,diffuse3deep,8440238,3137727,2314299
COVIS-20180818T020227-diffuse3shallow,2018-08-18 02:02:27,Ashes,diffuse3shallow,8440252,4198944,3150584
COVIS-20180818T020352-diffuse1deep,2018-08-18 02:03:52,Ashes,diffuse1deep,8440251,3147601,2337219
COVIS-20180818T020613-diffuse1shallow,2018-08-18 02:06:13,Ashes,diffuse1shallow,8440252,4150564,3123863
COVIS-20180818T020731-diffuse2deep,2018-08-18 02:07:31,Ashes,diffuse2deep,8440245,3154501,2305833
COVIS-20180818T020953-diffuse2shallow,2018-08-18 02:09:53,Ashes,diffuse2shallow,8440245,4271167,3237634
COVIS-20180818T023001-imaging2,2018-08-18 02:30:01,Ashes,imaging2,1559362926,379796841,243117993
COVIS-20180818T030001-imaging1,2018-08-18 03:00:01,Ashes,imaging1,1559363043,394699051,256015616
COVIS-20180818T033001-imaging3,2018-08-18 03:30:01,Ashes,imaging3,1559363338,389437299,251571428
COVIS-20180818T040001-diffuse3deep,2018-08-18 04:00:01,Ashes,diffuse3deep,8440239,3131690,2312225
COVIS-20180818T040224-diffuse3shallow,2018-08-18 04:02:24,Ashes,diffuse3shallow,8440251,4146145,3138443
COVIS-20180818T040348-diffuse1deep,2018-08-18 04:03:48,Ashes,diffuse1deep,8440257,3084413,2287487
COVIS-20180818T040610-diffuse1shallow,2018-08-18 04:06:10,Ashes,diffuse1shallow,8440244,4142168,3132306
COVIS-20180818T040729-diffuse2deep,2018-08-18 04:07:29,Ashes,diffuse2deep,8440242,3149160,2322059
COVIS-20180818T040949-diffuse2shallow,2018-08-18 04:09:49,Ashes,diffuse2shallow,8440251,4214229,3198641
COVIS-20180818T043001-imaging2,2018-08-18 04:30:01,Ashes,imaging2,1559362915,377559494,241541115
COVIS-20180818T050001-imaging1,2018-08-18 05:00:01,Ashes,imaging1,1559363038,381794858,246093222
COVIS-20180818T053001-imaging3,2018-08-18 05:30:01,Ashes,imaging3,1559363317,380934996,246334338
COVIS-20180818T060002-diffuse3deep,2018-08-18 06:00:02,Ashes,diffuse3deep,8440234,3125601,2305096
COVIS-20180818T060226-diffuse3shallow,2018-08-18 06:02:26,Ashes,diffuse3shallow,8440252,4133961,3115418
COVIS-20180818T060351-diffuse1deep,2018-08-18 06:03:51,Ashes,diffuse1deep,8440254,3114877,2321237
COVIS-20180818T060613-diffuse1shallow,2018-08-18 06:06:13,Ashes,diffuse1shallow,8440261,4150738,3130039
COVIS-20180818T060731-diffuse2deep,2018-08-18 06:07:31,Ashes,diffuse2deep,8440246,3157658,2313514
COVIS-20180818T060951-diffuse2shallow,2018-08-18 06:09:51,Ashes,diffuse2shallow,8440249,4241542,3230339
COVIS-20180818T063002-imaging2,2018-08-18 06:30:02,Ashes,imaging2,1559362921,385648608,247392771
COVIS-20180818T070002-imaging1,2018-08-18 07:00:02,Ashes,imaging1,1559363002,387063953,248722265
COVIS-20180818T073002-imaging3,2018-08-18 07:30:02,Ashes,imaging3,1559363312,383243395,247439303
COVIS-20180818T080002-diffuse3deep,2018-08-18 08:00:02,Ashes,diffuse3deep,8440239,3116651,2305358
COVIS-20180818T080226-diffuse3shallow,2018-08-18 08:02:26,Ashes,diffuse3shallow,8440250,4123977,3107485
COVIS-20180818T080351-diffuse1deep,2018-08-18 08:03:51,Ashes,diffuse1deep,8440257,3096975,2311820
COVIS-20180818T080614-diffuse1shallow,2018-08-18 08:06:14,Ashes,diffuse1shallow,8440245,4146975,3115017
COVIS-20180818T080735-diffuse2deep,2018-08-18 08:07:35,Ashes,diffuse2deep,8440243,3137966,2309275
COVIS-20180818T080958-diffuse2shallow,2018-08-18 08:09:58,Ashes,diffuse2shallow,8440253,4267740,3217069
COVIS-20180818T083002-imaging2,2018-08-18 08:30:02,Ashes,imaging2,1559362900,389097095,249605707
COVIS-20180818T090002-imaging1,2018-08-18 09:00:02,Ashes,imaging1,1559363019,367528647,235361683
COVIS-20180818T093002-imaging3,2018-08-18 09:30:02,Ashes,imaging3,1559363329,390153079,251237342
COVIS-20180818T100002-diffuse3deep,2018-08-18 10:00:02,Ashes,diffuse3deep,8440240,3129857,2309139
COVIS-20180818T100224-diffuse3shallow,2018-08-18 10:02:24,Ashes,diffuse3shallow,8440245,4174506,3137237
COVIS-20180818T100348-diffuse1deep,2018-08-18 10:03:48,Ashes,diffuse1deep,8440257,3131688,2318627
COVIS-20180818T100610-diffuse1shallow,2018-08-18 10:06:10,Ashes,diffuse1shallow,8440251,4188689,3134811
COVIS-20180818T100729-diffuse2deep,2018-08-18 10:07:29,Ashes,diffuse2deep,8440245,3175803,2343077
COVIS-20180818T100950-diffuse2shallow,2018-08-18 10:09:50,Ashes,diffuse2shallow,8440414,4238654,3236198
COVIS-20180818T103001-imaging2,2018-08-18 10:30:01,Ashes,imaging2,1559362922,387108333,248401335
COVIS-20180818T110001-imaging1,2018-08-18 11:00:01,Ashes,imaging1,1559363025,384163058,247888201
COVIS-20180818T113001-imaging3,2018-08-18 11:30:01,Ashes,imaging3,1559363310,392139294,252357192
COVIS-20180818T120002-diffuse3deep,2018-08-18 12:00:02,Ashes,diffuse3deep,8440236,3101874,2294486
COVIS-20180818T120226-diffuse3shallow,2018-08-18 12:02:26,Ashes,diffuse3shallow,8440247,4136442,3120831
COVIS-20180818T120350-diffuse1deep,2018-08-18 12:03:50,Ashes,diffuse1deep,8440255,3094356,2299476
COVIS-20180818T120612-diffuse1shallow,2018-08-18 12:06:12,Ashes,diffuse1shallow,8440247,4149138,3105756
COVIS-20180818T120731-diffuse2deep,2018-08-18 12:07:31,Ashes,diffuse2deep,8440237,3193392,2324577
COVIS-20180818T120954-diffuse2shallow,2018-08-18 12:09:54,Ashes,diffuse2shallow,8440252,4278064,3249403
COVIS-20180818T123002-imaging2,2018-08-18 12:30:02,Ashes,imaging2,1559362916,378775293,243909983
COVIS-20180818T130002-imaging1,2018-08-18 13:00:02,Ashes,imaging1,1559363031,380368818,244513211
COVIS-20180818T133002-imaging3,2018-08-18 13:30:02,Ashes,imaging3,1559363319,375054096,240553179
COVIS-20180818T140002-diffuse3deep,2018-08-18 14:00:02,Ashes,diffuse3deep,8440237,3103947,2291736
COVIS-20180818T140222-diffuse3shallow,2018-08-18 14:02:22,Ashes,diffuse3shallow,8440237,4121791,3115073
COVIS-20180818T140345-diffuse1deep,2018-08-18 14:03:45,Ashes,diffuse1deep,8440257,3117511,2316747
COVIS-20180818T140601-diffuse1shallow,2018-08-18 14:06:01,Ashes,diffuse1shallow,8440244,4175016,3132123
COVIS-20180818T140722-diffuse2deep,2018-08-18 14:07:22,Ashes,diffuse2deep,8440241,3130497,2306710
COVIS-20180818T140943-diffuse2shallow,2018-08-18 14:09:43,Ashes,diffuse2shallow,8440249,4218159,3215161
COVIS-20180818T143002-imaging2,2018-08-18 14:30:02,Ashes,imaging2,1559362912,366144189,232531316
COVIS-20180818T150002-imaging1,2018-08-18 15:00:02,Ashes,imaging1,1559363026,375014821,243067204
COVIS-20180818T153002-imaging3,2018-08-18 15:30:02,Ashes,imaging3,1559363314,389154672,250981024
COVIS-20180818T160002-diffuse3deep,2018-08-18 16:00:02,Ashes,diffuse3deep,8440237,3160272,2306084
COVIS-20180818T160226-diffuse3shallow,2018-08-18 16:02:26,Ashes,diffuse3shallow,8440250,4192740,3148615
COVIS-20180818T160349-diffuse1deep,2018-08-18 16:03:49,Ashes,diffuse1deep,8440255,3150077,2341263
COVIS-20180818T160610-diffuse1shallow,2018-08-18 16:06:10,Ashes,diffuse1shallow,8440248,4185531,3145246
COVIS-20180818T160729-diffuse2deep,2018-08-18 16:07:29,Ashes,diffuse2deep,8440244,3150605,2315662
COVIS-20180818T160949-diffuse2shallow,2018-08-18 16:09:49,Ashes,diffuse2shallow,8440249,4233744,3224136
COVIS-20180818T163002-imaging2,2018-08-18 16:30:02,Ashes,imaging2,1559362894,382834688,245931852
COVIS-20180818T170002-imaging1,2018-08-18 17:00:02,Ashes,imaging1,1559363020,371566106,239175149
