# basename,datetime,site,mode,raw_size,gz_size,7z_size
COVIS-20190123T213350-diffuseright,2019-01-23 21:33:50,Ashes,diffuseright,961742582,393733943,270105495
COVIS-20190123T215332-diffuseleft,2019-01-23 21:53:32,Ashes,diffuseleft,961743132,280931154,167213781
COVIS-20190124T030002-imageleft,2019-01-24 03:00:02,Ashes,imageleft,866401442,349108379,215665495
COVIS-20190124T031042-imagecenter,2019-01-24 03:10:42,Ashes,imagecenter,2021597353,325347097,184652182
COVIS-20190124T090002-imageleft,2019-01-24 09:00:02,Ashes,imageleft,866401481,298860591,169252636
COVIS-20190124T091356-imagecenter,2019-01-24 09:13:56,Ashes,imagecenter,2021597348,319235356,180296358
COVIS-20190124T093847-diffuseright,2019-01-24 09:38:47,Ashes,diffuseright,961742135,394538200,271121673
COVIS-20190124T095752-diffuseleft,2019-01-24 09:57:52,Ashes,diffuseleft,961743414,279526509,166481493
COVIS-20190124T120002-imageleft,2019-01-24 12:00:02,Ashes,imageleft,866401439,344217507,210621944
COVIS-20190124T121027-imagecenter,2019-01-24 12:10:27,Ashes,imagecenter,2021597371,335767141,191379454
COVIS-20190124T123616-diffuseright,2019-01-24 12:36:16,Ashes,diffuseright,961741914,396702579,272798495
COVIS-20190124T125551-diffuseleft,2019-01-24 12:55:51,Ashes,diffuseleft,961742396,282225254,169007664
COVIS-20190124T150002-imageleft,2019-01-24 15:00:02,Ashes,imageleft,866401458,342855975,209431840
COVIS-20190124T151024-imagecenter,2019-01-24 15:10:24,Ashes,imagecenter,2021597355,322114809,183134796
COVIS-20190124T153545-diffuseright,2019-01-24 15:35:45,Ashes,diffuseright,961741935,398765254,273601100
COVIS-20190124T155518-diffuseleft,2019-01-24 15:55:18,Ashes,diffuseleft,961742618,284935239,170798819
COVIS-20190124T180002-imageleft,2019-01-24 18:00:02,Ashes,imageleft,866401449,340069485,207716827
COVIS-20190124T181109-imagecenter,2019-01-24 18:11:09,Ashes,imagecenter,2017989408,320004727,180494179
COVIS-20190124T183654-diffuseright,2019-01-24 18:36:54,Ashes,diffuseright,961741679,393022044,269967112
COVIS-20190124T185547-diffuseleft,2019-01-24 18:55:47,Ashes,diffuseleft,961743016,278527900,165671173
COVIS-20190124T210002-imageleft,2019-01-24 21:00:02,Ashes,imageleft,866401439,343262883,210081793
COVIS-20190124T211019-imagecenter,2019-01-24 21:10:19,Ashes,imagecenter,2021597362,317843508,180501869
COVIS-20190125T030001-imageleft,2019-01-25 03:00:01,Ashes,imageleft,866401454,315337379,184637153
COVIS-20190125T031354-imagecenter,2019-01-25 03:13:54,Ashes,imagecenter,2021597349,333316179,193695819
COVIS-20190125T090002-imageleft,2019-01-25 09:00:02,Ashes,imageleft,866401463,310300807,179962912
COVIS-20190125T091411-imagecenter,2019-01-25 09:14:11,Ashes,imagecenter,2021597327,337551794,193216423
COVIS-20190125T093950-diffuseright,2019-01-25 09:39:50,Ashes,diffuseright,961741789,395812467,270215052
COVIS-20190125T095928-diffuseleft,2019-01-25 09:59:28,Ashes,diffuseleft,961742911,292058623,172214336
COVIS-20190125T120002-imageleft,2019-01-25 12:00:02,Ashes,imageleft,866401446,346897363,213559326
COVIS-20190125T121045-imagecenter,2019-01-25 12:10:45,Ashes,imagecenter,2021597358,323331173,184226470
COVIS-20190125T123423-diffuseright,2019-01-25 12:34:23,Ashes,diffuseright,961742547,395238242,270257840
COVIS-20190125T125402-diffuseleft,2019-01-25 12:54:02,Ashes,diffuseleft,961743199,289251956,170416692
COVIS-20190125T150002-imageleft,2019-01-25 15:00:02,Ashes,imageleft,866401421,345154063,212792258
COVIS-20190125T151029-imagecenter,2019-01-25 15:10:29,Ashes,imagecenter,2021597349,323414697,183592975
COVIS-20190125T153454-diffuseright,2019-01-25 15:34:54,Ashes,diffuseright,961741489,396104087,270974926
COVIS-20190125T155449-diffuseleft,2019-01-25 15:54:49,Ashes,diffuseleft,961742165,288167187,170024864
COVIS-20190125T180002-imageleft,2019-01-25 18:00:02,Ashes,imageleft,866401447,343228057,210519441
COVIS-20190125T181027-imagecenter,2019-01-25 18:10:27,Ashes,imagecenter,2021597318,321903088,183823593
COVIS-20190125T183531-diffuseright,2019-01-25 18:35:31,Ashes,diffuseright,961741571,401036501,274431069
COVIS-20190125T185519-diffuseleft,2019-01-25 18:55:19,Ashes,diffuseleft,961742079,297684769,177079653
COVIS-20190125T210002-diffuseright,2019-01-25 21:00:02,Ashes,diffuseright,961741438,389573250,265748668
COVIS-20190125T212348-diffuseleft,2019-01-25 21:23:48,Ashes,diffuseleft,961742223,281505873,167656392
COVIS-20190125T214717-diffuseright,2019-01-25 21:47:17,Ashes,diffuseright,961742609,390557829,266474698
COVIS-20190125T221011-diffuseleft,2019-01-25 22:10:11,Ashes,diffuseleft,961742173,280853947,168066315
COVIS-20190126T000002-diffuseright,2019-01-26 00:00:02,Ashes,diffuseright,961742597,390716345,266734854
COVIS-20190126T002338-diffuseleft,2019-01-26 00:23:38,Ashes,diffuseleft,961742179,284301935,170333464
COVIS-20190126T004656-diffuseright,2019-01-26 00:46:56,Ashes,diffuseright,961742534,390125356,266538960
COVIS-20190126T011031-diffuseleft,2019-01-26 01:10:31,Ashes,diffuseleft,961742183,283121716,167447940
COVIS-20190126T030002-diffuseright,2019-01-26 03:00:02,Ashes,diffuseright,961743392,389466262,264483622
COVIS-20190126T032315-diffuseleft,2019-01-26 03:23:15,Ashes,diffuseleft,961743291,293173428,173336645
COVIS-20190126T034643-diffuseright,2019-01-26 03:46:43,Ashes,diffuseright,961743794,387839402,263259198
COVIS-20190126T041000-diffuseleft,2019-01-26 04:10:00,Ashes,diffuseleft,961743370,297245292,175787918
COVIS-20190126T060001-diffuseright,2019-01-26 06:00:01,Ashes,diffuseright,961743810,401138393,272126278
COVIS-20190126T062338-diffuseleft,2019-01-26 06:23:38,Ashes,diffuseleft,961743394,289872281,172526602
COVIS-20190126T064720-diffuseright,2019-01-26 06:47:20,Ashes,diffuseright,961743833,404429020,274445141
COVIS-20190126T071058-diffuseleft,2019-01-26 07:10:58,Ashes,diffuseleft,961743412,282605554,167510433
COVIS-20190126T090001-diffuseright,2019-01-26 09:00:01,Ashes,diffuseright,961743836,405774598,273584967
COVIS-20190126T092328-diffuseleft,2019-01-26 09:23:28,Ashes,diffuseleft,961743403,288710305,170979702
COVIS-20190126T094657-diffuseright,2019-01-26 09:46:57,Ashes,diffuseright,961743850,397076021,267071921
COVIS-20190126T101043-diffuseleft,2019-01-26 10:10:43,Ashes,diffuseleft,961743273,289322279,170030641
COVIS-20190126T120002-diffuseright,2019-01-26 12:00:02,Ashes,diffuseright,961743827,392109892,267352804
COVIS-20190126T122330-diffuseleft,2019-01-26 12:23:30,Ashes,diffuseleft,961743350,283980972,169745411
COVIS-20190126T124706-diffuseright,2019-01-26 12:47:06,Ashes,diffuseright,961743770,392461161,268068951
COVIS-20190126T131054-diffuseleft,2019-01-26 13:10:54,Ashes,diffuseleft,961743331,282550605,168581012
COVIS-20190126T150002-diffuseright,2019-01-26 15:00:02,Ashes,diffuseright,961743763,394151886,269329033
COVIS-20190126T152312-diffuseleft,2019-01-26 15:23:12,Ashes,diffuseleft,961743345,280360842,167404560
COVIS-20190126T154714-diffuseright,2019-01-26 15:47:14,Ashes,diffuseright,961743788,391668240,267591836
COVIS-20190126T161045-diffuseleft,2019-01-26 16:10:45,Ashes,diffuseleft,961743422,278469791,165523573
COVIS-20190126T180002-diffuseright,2019-01-26 18:00:02,Ashes,diffuseright,961743817,387817454,262913178
COVIS-20190126T182322-diffuseleft,2019-01-26 18:23:22,Ashes,diffuseleft,961743359,287912537,168688492
COVIS-20190126T184710-diffuseright,2019-01-26 18:47:10,Ashes,diffuseright,961743866,399320025,271086314
COVIS-20190126T191042-diffuseleft,2019-01-26 19:10:42,Ashes,diffuseleft,961743375,291289402,170851220
COVIS-20190126T210002-diffuseright,2019-01-26 21:00:02,Ashes,diffuseright,961743823,390028247,266238873
COVIS-20190126T212320-diffuseleft,2019-01-26 21:23:20,Ashes,diffuseleft,961743376,278965462,165969292
COVIS-20190126T214642-diffuseright,2019-01-26 21:46:42,Ashes,diffuseright,961743773,388568471,265073854
COVIS-20190126T221018-diffuseleft,2019-01-26 22:10:18,Ashes,diffuseleft,961743345,278738200,165413713
COVIS-20190127T000002-diffuseright,2019-01-27 00:00:02,Ashes,diffuseright,961743765,389770918,265808884
COVIS-20190127T002309-diffuseleft,2019-01-27 00:23:09,Ashes,diffuseleft,961743391,279881868,167067722
COVIS-20190127T004648-diffuseright,2019-01-27 00:46:48,Ashes,diffuseright,961743878,389454521,265939434
COVIS-20190127T011005-diffuseleft,2019-01-27 01:10:05,Ashes,diffuseleft,961743352,280616242,167561285
COVIS-20190127T030002-diffuseright,2019-01-27 03:00:02,Ashes,diffuseright,961743811,393611238,267618588
COVIS-20190127T032333-diffuseleft,2019-01-27 03:23:33,Ashes,diffuseleft,961743395,284291878,168209404
COVIS-20190127T034703-diffuseright,2019-01-27 03:47:03,Ashes,diffuseright,961743842,388795392,263194136
COVIS-20190127T041027-diffuseleft,2019-01-27 04:10:27,Ashes,diffuseleft,961743374,286789857,168361206
COVIS-20190127T060001-diffuseright,2019-01-27 06:00:01,Ashes,diffuseright,961743841,387894712,264446205
COVIS-20190127T062316-diffuseleft,2019-01-27 06:23:16,Ashes,diffuseleft,961743380,284800013,167988013
COVIS-20190127T064652-diffuseright,2019-01-27 06:46:52,Ashes,diffuseright,961743748,393860876,267556956
COVIS-20190127T071000-diffuseleft,2019-01-27 07:10:00,Ashes,diffuseleft,961743244,287081339,168793095
COVIS-20190127T090002-diffuseright,2019-01-27 09:00:02,Ashes,diffuseright,961743842,388207996,264742245
COVIS-20190127T092339-diffuseleft,2019-01-27 09:23:39,Ashes,diffuseleft,961743355,277000687,164732136
COVIS-20190127T094726-diffuseright,2019-01-27 09:47:26,Ashes,diffuseright,961743821,385879741,262901156
COVIS-20190127T101049-diffuseleft,2019-01-27 10:10:49,Ashes,diffuseleft,961743374,276010182,164109275
COVIS-20190127T120002-diffuseright,2019-01-27 12:00:02,Ashes,diffuseright,961743838,391552425,266662825
COVIS-20190127T122337-diffuseleft,2019-01-27 12:23:37,Ashes,diffuseleft,961743280,279782002,167075506
COVIS-20190127T124644-diffuseright,2019-01-27 12:46:44,Ashes,diffuseright,961743828,392652472,268458663
COVIS-20190127T130955-diffuseleft,2019-01-27 13:09:55,Ashes,diffuseleft,961743410,278825448,166370273
COVIS-20190127T150002-diffuseright,2019-01-27 15:00:02,Ashes,diffuseright,961743843,390516653,266788766
COVIS-20190127T152339-diffuseleft,2019-01-27 15:23:39,Ashes,diffuseleft,961743336,277087354,164486385
COVIS-20190127T154656-diffuseright,2019-01-27 15:46:56,Ashes,diffuseright,961743796,392616206,268037864
COVIS-20190127T161024-diffuseleft,2019-01-27 16:10:24,Ashes,diffuseleft,961743417,278153665,165753011
COVIS-20190127T180002-diffuseright,2019-01-27 18:00:02,Ashes,diffuseright,961743868,386805557,263063059
COVIS-20190127T182401-diffuseleft,2019-01-27 18:24:01,Ashes,diffuseleft,961743367,280115841,166156853
COVIS-20190127T184730-diffuseright,2019-01-27 18:47:30,Ashes,diffuseright,961743817,393088008,267809422
COVIS-20190127T191121-diffuseleft,2019-01-27 19:11:21,Ashes,diffuseleft,961743374,288341425,169364863
COVIS-20190127T210002-diffuseright,2019-01-27 21:00:02,Ashes,diffuseright,961743817,401850980,271648476
COVIS-20190127T212410-diffuseleft,2019-01-27 21:24:10,Ashes,diffuseleft,961743275,297138915,174751546
COVIS-20190127T214735-diffuseright,2019-01-27 21:47:35,Ashes,diffuseright,961743786,391171590,265524572
COVIS-20190127T221055-diffuseleft,2019-01-27 22:10:55,Ashes,diffuseleft,961743342,285490791,170777328
COVIS-20190128T000001-diffuseright,2019-01-28 00:00:01,Ashes,diffuseright,961743783,388627124,264790087
