# basename,datetime,site,mode,raw_size,7z_size
COVIS-20180808T110156-diffuse2,2018-08-08 11:01:56,Ashes,diffuse2,8440246,3222873
COVIS-20180808T110346-diffuse3,2018-08-08 11:03:46,Ashes,diffuse3,8440245,3157864
COVIS-20180808T113002-diffuse1,2018-08-08 11:30:02,Ashes,diffuse1,8440252,3133944
COVIS-20180808T113156-diffuse2,2018-08-08 11:31:56,Ashes,diffuse2,8440250,3203347
COVIS-20180808T113348-diffuse3,2018-08-08 11:33:48,Ashes,diffuse3,8440246,3114692
COVIS-20180808T120002-diffuse1,2018-08-08 12:00:02,Ashes,diffuse1,8440255,3156268
COVIS-20180808T120155-diffuse2,2018-08-08 12:01:55,Ashes,diffuse2,8440244,3239247
COVIS-20180808T120344-diffuse3,2018-08-08 12:03:44,Ashes,diffuse3,8440248,3129981
COVIS-20180808T123002-diffuse1,2018-08-08 12:30:02,Ashes,diffuse1,8440257,3153433
COVIS-20180808T123157-diffuse2,2018-08-08 12:31:57,Ashes,diffuse2,8440247,3212219
COVIS-20180808T123346-diffuse3,2018-08-08 12:33:46,Ashes,diffuse3,8440243,3114491
COVIS-20180808T130002-diffuse1,2018-08-08 13:00:02,Ashes,diffuse1,8440257,3161441
COVIS-20180808T130155-diffuse2,2018-08-08 13:01:55,Ashes,diffuse2,8440245,3241005
COVIS-20180808T130346-diffuse3,2018-08-08 13:03:46,Ashes,diffuse3,8440248,3131739
COVIS-20180808T133002-diffuse1,2018-08-08 13:30:02,Ashes,diffuse1,8440259,3170594
COVIS-20180808T133156-diffuse2,2018-08-08 13:31:56,Ashes,diffuse2,8440248,3241133
COVIS-20180808T133345-diffuse3,2018-08-08 13:33:45,Ashes,diffuse3,8440249,3158346
COVIS-20180808T140002-diffuse1,2018-08-08 14:00:02,Ashes,diffuse1,8440258,3157301
COVIS-20180808T140155-diffuse2,2018-08-08 14:01:55,Ashes,diffuse2,8440250,3200574
COVIS-20180808T140345-diffuse3,2018-08-08 14:03:45,Ashes,diffuse3,8440249,3128735
COVIS-20180808T143002-diffuse1,2018-08-08 14:30:02,Ashes,diffuse1,8440258,3209532
COVIS-20180808T143156-diffuse2,2018-08-08 14:31:56,Ashes,diffuse2,8440249,3238638
COVIS-20180808T143348-diffuse3,2018-08-08 14:33:48,Ashes,diffuse3,8440248,3158125
COVIS-20180808T150002-diffuse1,2018-08-08 15:00:02,Ashes,diffuse1,8440259,3173085
COVIS-20180808T150156-diffuse2,2018-08-08 15:01:56,Ashes,diffuse2,8440249,3239658
COVIS-20180808T150347-diffuse3,2018-08-08 15:03:47,Ashes,diffuse3,8440249,3125431
COVIS-20180808T153002-diffuse1,2018-08-08 15:30:02,Ashes,diffuse1,8440260,3144880
COVIS-20180808T153156-diffuse2,2018-08-08 15:31:56,Ashes,diffuse2,8440248,3236388
COVIS-20180808T153347-diffuse3,2018-08-08 15:33:47,Ashes,diffuse3,8440249,3139928
COVIS-20180808T160001-diffuse1,2018-08-08 16:00:01,Ashes,diffuse1,8440257,3175535
COVIS-20180808T160155-diffuse2,2018-08-08 16:01:55,Ashes,diffuse2,8440249,3237259
COVIS-20180808T160346-diffuse3,2018-08-08 16:03:46,Ashes,diffuse3,8440251,3130217
COVIS-20180808T163001-diffuse1,2018-08-08 16:30:01,Ashes,diffuse1,8440260,3165140
COVIS-20180808T163155-diffuse2,2018-08-08 16:31:55,Ashes,diffuse2,8440247,3211667
COVIS-20180808T163346-diffuse3,2018-08-08 16:33:46,Ashes,diffuse3,8440260,3128213
COVIS-20180808T170001-diffuse1,2018-08-08 17:00:01,Ashes,diffuse1,8440256,3175426
COVIS-20180808T170156-diffuse2,2018-08-08 17:01:56,Ashes,diffuse2,8440247,3221673
COVIS-20180808T170347-diffuse3,2018-08-08 17:03:47,Ashes,diffuse3,8440249,3129499
COVIS-20180808T173001-diffuse1,2018-08-08 17:30:01,Ashes,diffuse1,8440261,3175997
COVIS-20180808T173155-diffuse2,2018-08-08 17:31:55,Ashes,diffuse2,8440256,3239009
COVIS-20180808T173346-diffuse3,2018-08-08 17:33:46,Ashes,diffuse3,8440258,3146423
COVIS-20180808T180001-diffuse1,2018-08-08 18:00:01,Ashes,diffuse1,8440267,3179776
COVIS-20180808T180153-diffuse2,2018-08-08 18:01:53,Ashes,diffuse2,8440251,3242682
COVIS-20180808T180344-diffuse3,2018-08-08 18:03:44,Ashes,diffuse3,8440259,3136900
COVIS-20180808T183001-diffuse1,2018-08-08 18:30:01,Ashes,diffuse1,8440265,3236995
COVIS-20180808T183155-diffuse2,2018-08-08 18:31:55,Ashes,diffuse2,8440257,3288948
COVIS-20180808T183345-diffuse3,2018-08-08 18:33:45,Ashes,diffuse3,8440428,3143258
COVIS-20180808T190001-diffuse1,2018-08-08 19:00:01,Ashes,diffuse1,8440267,3137433
COVIS-20180808T190155-diffuse2,2018-08-08 19:01:55,Ashes,diffuse2,8440258,3219171
COVIS-20180808T190346-diffuse3,2018-08-08 19:03:46,Ashes,diffuse3,8440255,3140021
COVIS-20180808T193002-diffuse1,2018-08-08 19:30:02,Ashes,diffuse1,8440268,3152350
COVIS-20180808T193154-diffuse2,2018-08-08 19:31:54,Ashes,diffuse2,8440256,3223766
COVIS-20180808T193345-diffuse3,2018-08-08 19:33:45,Ashes,diffuse3,8440254,3132434
COVIS-20180808T200002-diffuse1,2018-08-08 20:00:02,Ashes,diffuse1,8440268,3217077
COVIS-20180808T200156-diffuse2,2018-08-08 20:01:56,Ashes,diffuse2,8440252,3279779
COVIS-20180808T200348-diffuse3,2018-08-08 20:03:48,Ashes,diffuse3,8440261,3145611
COVIS-20180808T203002-diffuse1,2018-08-08 20:30:02,Ashes,diffuse1,8440268,3157128
COVIS-20180808T203156-diffuse2,2018-08-08 20:31:56,Ashes,diffuse2,8440258,3255455
COVIS-20180808T203346-diffuse3,2018-08-08 20:33:46,Ashes,diffuse3,8440427,3114697
COVIS-20180808T210002-diffuse1,2018-08-08 21:00:02,Ashes,diffuse1,8440270,3186109
COVIS-20180808T210156-diffuse2,2018-08-08 21:01:56,Ashes,diffuse2,8440256,3230426
COVIS-20180808T210348-diffuse3,2018-08-08 21:03:48,Ashes,diffuse3,8440258,3131080
COVIS-20180808T213002-diffuse1,2018-08-08 21:30:02,Ashes,diffuse1,8440269,3186894
COVIS-20180808T213156-diffuse2,2018-08-08 21:31:56,Ashes,diffuse2,8440253,3268741
COVIS-20180808T213345-diffuse3,2018-08-08 21:33:45,Ashes,diffuse3,8440259,3097278
COVIS-20180808T220002-diffuse1,2018-08-08 22:00:02,Ashes,diffuse1,8440270,3207193
COVIS-20180808T220156-diffuse2,2018-08-08 22:01:56,Ashes,diffuse2,8440257,3271650
COVIS-20180808T220347-diffuse3,2018-08-08 22:03:47,Ashes,diffuse3,8440258,3114711
COVIS-20180808T223002-diffuse1,2018-08-08 22:30:02,Ashes,diffuse1,8440268,3186201
COVIS-20180808T223155-diffuse2,2018-08-08 22:31:55,Ashes,diffuse2,8440258,3301551
COVIS-20180808T223346-diffuse3,2018-08-08 22:33:46,Ashes,diffuse3,8440259,3188620
COVIS-20180808T230002-diffuse1,2018-08-08 23:00:02,Ashes,diffuse1,8440270,3246428
COVIS-20180808T230156-diffuse2,2018-08-08 23:01:56,Ashes,diffuse2,8440257,3300142
COVIS-20180808T230346-diffuse3,2018-08-08 23:03:46,Ashes,diffuse3,8440257,3212374
COVIS-20180808T233002-diffuse1,2018-08-08 23:30:02,Ashes,diffuse1,8440263,3249160
COVIS-20180808T233155-diffuse2,2018-08-08 23:31:55,Ashes,diffuse2,8440254,3308851
COVIS-20180808T233346-diffuse3,2018-08-08 23:33:46,Ashes,diffuse3,8440259,3186699
COVIS-20180809T000002-diffuse1,2018-08-09 00:00:02,Ashes,diffuse1,8440269,3225847
COVIS-20180809T000156-diffuse2,2018-08-09 00:01:56,Ashes,diffuse2,8440256,3258810
COVIS-20180809T000346-diffuse3,2018-08-09 00:03:46,Ashes,diffuse3,8440258,3186291
COVIS-20180809T003001-diffuse1,2018-08-09 00:30:01,Ashes,diffuse1,8440263,3245840
COVIS-20180809T003156-diffuse2,2018-08-09 00:31:56,Ashes,diffuse2,8440261,3314998
COVIS-20180809T003347-diffuse3,2018-08-09 00:33:47,Ashes,diffuse3,8440261,3182888
COVIS-20180809T010001-diffuse1,2018-08-09 01:00:01,Ashes,diffuse1,8440268,3174344
COVIS-20180809T010155-diffuse2,2018-08-09 01:01:55,Ashes,diffuse2,8440259,3214066
COVIS-20180809T010346-diffuse3,2018-08-09 01:03:46,Ashes,diffuse3,8440256,3146181
COVIS-20180809T013001-diffuse1,2018-08-09 01:30:01,Ashes,diffuse1,8440266,3165868
COVIS-20180809T013155-diffuse2,2018-08-09 01:31:55,Ashes,diffuse2,8440257,3229583
COVIS-20180809T013346-diffuse3,2018-08-09 01:33:46,Ashes,diffuse3,8440253,3144181
COVIS-20180809T020001-diffuse1,2018-08-09 02:00:01,Ashes,diffuse1,8440269,3167117
COVIS-20180809T020155-diffuse2,2018-08-09 02:01:55,Ashes,diffuse2,8440257,3233143
COVIS-20180809T020345-diffuse3,2018-08-09 02:03:45,Ashes,diffuse3,8440258,3132073
COVIS-20180809T023001-diffuse1,2018-08-09 02:30:01,Ashes,diffuse1,8440263,3153417
COVIS-20180809T023155-diffuse2,2018-08-09 02:31:55,Ashes,diffuse2,8440258,3218904
COVIS-20180809T023346-diffuse3,2018-08-09 02:33:46,Ashes,diffuse3,8440260,3137982
COVIS-20180809T030001-diffuse1,2018-08-09 03:00:01,Ashes,diffuse1,8440269,3129022
COVIS-20180809T030156-diffuse2,2018-08-09 03:01:56,Ashes,diffuse2,8440258,3204442
COVIS-20180809T030346-diffuse3,2018-08-09 03:03:46,Ashes,diffuse3,8440259,3118359
COVIS-20180809T033001-diffuse1,2018-08-09 03:30:01,Ashes,diffuse1,8440258,3115763
COVIS-20180809T033155-diffuse2,2018-08-09 03:31:55,Ashes,diffuse2,8440258,3217008
COVIS-20180809T033347-diffuse3,2018-08-09 03:33:47,Ashes,diffuse3,8440259,3095561
COVIS-20180809T040002-diffuse1,2018-08-09 04:00:02,Ashes,diffuse1,8440428,3150627
COVIS-20180809T040156-diffuse2,2018-08-09 04:01:56,Ashes,diffuse2,8440258,3214165
COVIS-20180809T040347-diffuse3,2018-08-09 04:03:47,Ashes,diffuse3,8440258,3146390
COVIS-20180809T043002-diffuse1,2018-08-09 04:30:02,Ashes,diffuse1,8440267,3154410
COVIS-20180809T043155-diffuse2,2018-08-09 04:31:55,Ashes,diffuse2,8440257,3208096
COVIS-20180809T043345-diffuse3,2018-08-09 04:33:45,Ashes,diffuse3,8440260,3116471
COVIS-20180809T050002-diffuse1,2018-08-09 05:00:02,Ashes,diffuse1,8440268,3138151
COVIS-20180809T050155-diffuse2,2018-08-09 05:01:55,Ashes,diffuse2,8440257,3217491
COVIS-20180809T050346-diffuse3,2018-08-09 05:03:46,Ashes,diffuse3,8440258,3114718
COVIS-20180809T053002-diffuse1,2018-08-09 05:30:02,Ashes,diffuse1,8440269,3133349
COVIS-20180809T053156-diffuse2,2018-08-09 05:31:56,Ashes,diffuse2,8440257,3219290
COVIS-20180809T053346-diffuse3,2018-08-09 05:33:46,Ashes,diffuse3,8440256,3137024
COVIS-20180809T060002-diffuse1,2018-08-09 06:00:02,Ashes,diffuse1,8440270,3142043
COVIS-20180809T060155-diffuse2,2018-08-09 06:01:55,Ashes,diffuse2,8440252,3222819
COVIS-20180809T060346-diffuse3,2018-08-09 06:03:46,Ashes,diffuse3,8440255,3149457
COVIS-20180809T063002-diffuse1,2018-08-09 06:30:02,Ashes,diffuse1,8440261,3125478
COVIS-20180809T063155-diffuse2,2018-08-09 06:31:55,Ashes,diffuse2,8440256,3198888
COVIS-20180809T063346-diffuse3,2018-08-09 06:33:46,Ashes,diffuse3,8440255,3114321
COVIS-20180809T070001-diffuse1,2018-08-09 07:00:01,Ashes,diffuse1,8440270,3129191
COVIS-20180809T070155-diffuse2,2018-08-09 07:01:55,Ashes,diffuse2,8440258,3210935
COVIS-20180809T070345-diffuse3,2018-08-09 07:03:45,Ashes,diffuse3,8440255,3101428
COVIS-20180809T073001-diffuse1,2018-08-09 07:30:01,Ashes,diffuse1,8440265,3140247
COVIS-20180809T073155-diffuse2,2018-08-09 07:31:55,Ashes,diffuse2,8440254,3231106
COVIS-20180809T073346-diffuse3,2018-08-09 07:33:46,Ashes,diffuse3,8440258,3109047
COVIS-20180809T080001-diffuse1,2018-08-09 08:00:01,Ashes,diffuse1,8440269,3134421
COVIS-20180809T080154-diffuse2,2018-08-09 08:01:54,Ashes,diffuse2,8440258,3237120
COVIS-20180809T080345-diffuse3,2018-08-09 08:03:45,Ashes,diffuse3,8440254,3121926
COVIS-20180809T083001-diffuse1,2018-08-09 08:30:01,Ashes,diffuse1,8440269,3137077
COVIS-20180809T083155-diffuse2,2018-08-09 08:31:55,Ashes,diffuse2,8440257,3211382
COVIS-20180809T083346-diffuse3,2018-08-09 08:33:46,Ashes,diffuse3,8440256,3167198
COVIS-20180809T090002-diffuse1,2018-08-09 09:00:02,Ashes,diffuse1,8440268,3137091
COVIS-20180809T090155-diffuse2,2018-08-09 09:01:55,Ashes,diffuse2,8440255,3222954
COVIS-20180809T090347-diffuse3,2018-08-09 09:03:47,Ashes,diffuse3,8440255,3132131
COVIS-20180809T093002-diffuse1,2018-08-09 09:30:02,Ashes,diffuse1,8440271,3188980
COVIS-20180809T093154-diffuse2,2018-08-09 09:31:54,Ashes,diffuse2,8440253,3220499
COVIS-20180809T093345-diffuse3,2018-08-09 09:33:45,Ashes,diffuse3,8440257,3100675
COVIS-20180809T100002-diffuse1,2018-08-09 10:00:02,Ashes,diffuse1,8440268,3209750
COVIS-20180809T100156-diffuse2,2018-08-09 10:01:56,Ashes,diffuse2,8440423,3277025
COVIS-20180809T100346-diffuse3,2018-08-09 10:03:46,Ashes,diffuse3,8440258,3107355
COVIS-20180809T103002-diffuse1,2018-08-09 10:30:02,Ashes,diffuse1,8440263,3257909
COVIS-20180809T103156-diffuse2,2018-08-09 10:31:56,Ashes,diffuse2,8440259,3314623
COVIS-20180809T103347-diffuse3,2018-08-09 10:33:47,Ashes,diffuse3,8440259,3138095
COVIS-20180809T110002-diffuse1,2018-08-09 11:00:02,Ashes,diffuse1,8440434,3187150
COVIS-20180809T110156-diffuse2,2018-08-09 11:01:56,Ashes,diffuse2,8440258,3321174
COVIS-20180809T110347-diffuse3,2018-08-09 11:03:47,Ashes,diffuse3,8440258,3146714
COVIS-20180809T113002-diffuse1,2018-08-09 11:30:02,Ashes,diffuse1,8440266,3257112
COVIS-20180809T113155-diffuse2,2018-08-09 11:31:55,Ashes,diffuse2,8440256,3259878
COVIS-20180809T113346-diffuse3,2018-08-09 11:33:46,Ashes,diffuse3,8440256,3130177
COVIS-20180809T120002-diffuse1,2018-08-09 12:00:02,Ashes,diffuse1,8440267,3212773
COVIS-20180809T120156-diffuse2,2018-08-09 12:01:56,Ashes,diffuse2,8440254,3246404
COVIS-20180809T120347-diffuse3,2018-08-09 12:03:47,Ashes,diffuse3,8440256,3117624
COVIS-20180809T123002-diffuse1,2018-08-09 12:30:02,Ashes,diffuse1,8440270,3229197
COVIS-20180809T123155-diffuse2,2018-08-09 12:31:55,Ashes,diffuse2,8440253,3327696
COVIS-20180809T123348-diffuse3,2018-08-09 12:33:48,Ashes,diffuse3,8440259,3129748
COVIS-20180809T130002-diffuse1,2018-08-09 13:00:02,Ashes,diffuse1,8440437,3200483
COVIS-20180809T130155-diffuse2,2018-08-09 13:01:55,Ashes,diffuse2,8440268,3257483
COVIS-20180809T130347-diffuse3,2018-08-09 13:03:47,Ashes,diffuse3,8440247,3208850
COVIS-20180809T133002-diffuse1,2018-08-09 13:30:02,Ashes,diffuse1,8440269,3264162
COVIS-20180809T133155-diffuse2,2018-08-09 13:31:55,Ashes,diffuse2,8440260,3282155
COVIS-20180809T133346-diffuse3,2018-08-09 13:33:46,Ashes,diffuse3,8440254,3197366
COVIS-20180809T140001-diffuse1,2018-08-09 14:00:01,Ashes,diffuse1,8440270,3217845
COVIS-20180809T140156-diffuse2,2018-08-09 14:01:56,Ashes,diffuse2,8440256,3218704
COVIS-20180809T140347-diffuse3,2018-08-09 14:03:47,Ashes,diffuse3,8440259,3207259
COVIS-20180809T143001-diffuse1,2018-08-09 14:30:01,Ashes,diffuse1,8440261,3256027
COVIS-20180809T143155-diffuse2,2018-08-09 14:31:55,Ashes,diffuse2,8440255,3260434
COVIS-20180809T143346-diffuse3,2018-08-09 14:33:46,Ashes,diffuse3,8440257,3220513
COVIS-20180809T150001-diffuse1,2018-08-09 15:00:01,Ashes,diffuse1,8440265,3229982
COVIS-20180809T150155-diffuse2,2018-08-09 15:01:55,Ashes,diffuse2,8440257,3279051
COVIS-20180809T150347-diffuse3,2018-08-09 15:03:47,Ashes,diffuse3,8440259,3143081
COVIS-20180809T153002-diffuse1,2018-08-09 15:30:02,Ashes,diffuse1,8440268,3178525
COVIS-20180809T153156-diffuse2,2018-08-09 15:31:56,Ashes,diffuse2,8440253,3252164
COVIS-20180809T153346-diffuse3,2018-08-09 15:33:46,Ashes,diffuse3,8440260,3134311
COVIS-20180809T153738-doppler2,2018-08-09 15:37:38,Ashes,doppler2,2165780135,37813495
COVIS-20180809T160002-diffuse1,2018-08-09 16:00:02,Ashes,diffuse1,8440231,3224446
COVIS-20180809T160251-diffuse2,2018-08-09 16:02:51,Ashes,diffuse2,8440241,3301854
COVIS-20180809T160450-diffuse3,2018-08-09 16:04:50,Ashes,diffuse3,8440240,3107396
COVIS-20180809T163002-diffuse1,2018-08-09 16:30:02,Ashes,diffuse1,8440236,3250026
COVIS-20180809T163157-diffuse2,2018-08-09 16:31:57,Ashes,diffuse2,8440232,3307265
COVIS-20180809T163345-diffuse3,2018-08-09 16:33:45,Ashes,diffuse3,8440232,3170743
COVIS-20180809T170002-diffuse1,2018-08-09 17:00:02,Ashes,diffuse1,8440246,3240084
COVIS-20180809T170155-diffuse2,2018-08-09 17:01:55,Ashes,diffuse2,8440236,3249620
COVIS-20180809T170347-diffuse3,2018-08-09 17:03:47,Ashes,diffuse3,8440238,3145631
COVIS-20180809T173002-diffuse1,2018-08-09 17:30:02,Ashes,diffuse1,8440248,3197630
COVIS-20180809T173156-diffuse2,2018-08-09 17:31:56,Ashes,diffuse2,8440249,3269277
COVIS-20180809T173346-diffuse3,2018-08-09 17:33:46,Ashes,diffuse3,8440242,3130312
COVIS-20180809T180002-diffuse1,2018-08-09 18:00:02,Ashes,diffuse1,8440260,3168163
COVIS-20180809T180155-diffuse2,2018-08-09 18:01:55,Ashes,diffuse2,8440245,3244845
COVIS-20180809T180346-diffuse3,2018-08-09 18:03:46,Ashes,diffuse3,8440248,3119501
COVIS-20180809T183002-diffuse1,2018-08-09 18:30:02,Ashes,diffuse1,8440258,3163227
COVIS-20180809T183156-diffuse2,2018-08-09 18:31:56,Ashes,diffuse2,8440247,3240962
COVIS-20180809T183347-diffuse3,2018-08-09 18:33:47,Ashes,diffuse3,8440247,3112955
COVIS-20180809T183846-doppler2,2018-08-09 18:38:46,Ashes,doppler2,8663110298,150241533
COVIS-20180809T193002-diffuse1,2018-08-09 19:30:02,Ashes,diffuse1,8440228,3120072
COVIS-20180809T193250-diffuse2,2018-08-09 19:32:50,Ashes,diffuse2,8440240,3244163
COVIS-20180809T193450-diffuse3,2018-08-09 19:34:50,Ashes,diffuse3,8440239,3065093
COVIS-20180809T200002-diffuse1,2018-08-09 20:00:02,Ashes,diffuse1,8440238,3125379
COVIS-20180809T200157-diffuse2,2018-08-09 20:01:57,Ashes,diffuse2,8440228,3198684
COVIS-20180809T200347-diffuse3,2018-08-09 20:03:47,Ashes,diffuse3,8440237,3103243
COVIS-20180809T203002-diffuse1,2018-08-09 20:30:02,Ashes,diffuse1,8440249,3133622
COVIS-20180809T203156-diffuse2,2018-08-09 20:31:56,Ashes,diffuse2,8440238,3192017
COVIS-20180809T203347-diffuse3,2018-08-09 20:33:47,Ashes,diffuse3,8440237,3092618
COVIS-20180809T210001-diffuse1,2018-08-09 21:00:01,Ashes,diffuse1,8440251,3147424
COVIS-20180809T210155-diffuse2,2018-08-09 21:01:55,Ashes,diffuse2,8440248,3215478
COVIS-20180809T210346-diffuse3,2018-08-09 21:03:46,Ashes,diffuse3,8440247,3099715
COVIS-20180809T213002-diffuse1,2018-08-09 21:30:02,Ashes,diffuse1,8440252,3157132
COVIS-20180809T213156-diffuse2,2018-08-09 21:31:56,Ashes,diffuse2,8440248,3266151
COVIS-20180809T213346-diffuse3,2018-08-09 21:33:46,Ashes,diffuse3,8440250,3114358
COVIS-20180809T214615-diffuse2up,2018-08-09 21:46:15,Ashes,diffuse2up,8440241,271427
COVIS-20180809T214947-diffuse2down,2018-08-09 21:49:47,Ashes,diffuse2down,8440244,2840031
COVIS-20180809T220002-diffuse1,2018-08-09 22:00:02,Ashes,diffuse1,8440246,3137060
COVIS-20180809T220210-diffuse2,2018-08-09 22:02:10,Ashes,diffuse2,8440247,3320081
COVIS-20180809T220405-diffuse3,2018-08-09 22:04:05,Ashes,diffuse3,8440242,3114289
COVIS-20180809T223002-diffuse1,2018-08-09 22:30:02,Ashes,diffuse1,8440249,3226688
COVIS-20180809T223157-diffuse2,2018-08-09 22:31:57,Ashes,diffuse2,8440246,3296219
COVIS-20180809T223347-diffuse3,2018-08-09 22:33:47,Ashes,diffuse3,8440243,3151482
COVIS-20180809T230002-diffuse1,2018-08-09 23:00:02,Ashes,diffuse1,8440259,3199584
COVIS-20180809T230156-diffuse2,2018-08-09 23:01:56,Ashes,diffuse2,8440246,3276528
COVIS-20180809T230346-diffuse3,2018-08-09 23:03:46,Ashes,diffuse3,8440249,3127937
COVIS-20180809T233544-diffuse2down,2018-08-09 23:35:44,Ashes,diffuse2down,8440263,2348115
COVIS-20180810T011522-diffuse3down,2018-08-10 01:15:22,Ashes,diffuse3down,8440254,2312415
COVIS-20180810T011648-diffuse1down,2018-08-10 01:16:48,Ashes,diffuse1down,8440266,2257997
COVIS-20180810T012350-diffuse2down,2018-08-10 01:23:50,Ashes,diffuse2down,8440256,2353039
COVIS-20180810T013002-diffuse1,2018-08-10 01:30:02,Ashes,diffuse1,8440259,3226941
COVIS-20180810T013225-diffuse2,2018-08-10 01:32:25,Ashes,diffuse2,8440245,3297867
COVIS-20180810T013420-diffuse3,2018-08-10 01:34:20,Ashes,diffuse3,8440248,3130817
COVIS-20180810T020002-diffuse1,2018-08-10 02:00:02,Ashes,diffuse1,8440407,3241353
COVIS-20180810T020157-diffuse2,2018-08-10 02:01:57,Ashes,diffuse2,8440250,3262876
COVIS-20180810T020348-diffuse3,2018-08-10 02:03:48,Ashes,diffuse3,8440248,3174065
COVIS-20180810T023002-diffuse1,2018-08-10 02:30:02,Ashes,diffuse1,8440260,3175383
COVIS-20180810T023156-diffuse2,2018-08-10 02:31:56,Ashes,diffuse2,8440246,3223112
COVIS-20180810T023347-diffuse3,2018-08-10 02:33:47,Ashes,diffuse3,8440249,3137686
COVIS-20180810T030002-diffuse1,2018-08-10 03:00:02,Ashes,diffuse1,8440272,3180592
COVIS-20180810T030156-diffuse2,2018-08-10 03:01:56,Ashes,diffuse2,8440247,3259159
COVIS-20180810T030347-diffuse3,2018-08-10 03:03:47,Ashes,diffuse3,8440250,3128570
COVIS-20180810T033002-diffuse3,2018-08-10 03:30:02,Ashes,diffuse3,8440238,3145720
COVIS-20180810T033058-diffuse1,2018-08-10 03:30:58,Ashes,diffuse1,8440253,3162366
COVIS-20180810T033250-diffuse2,2018-08-10 03:32:50,Ashes,diffuse2,8440244,3239061
COVIS-20180810T040001-diffuse2,2018-08-10 04:00:01,Ashes,diffuse2,8440249,3237238
COVIS-20180810T040059-diffuse1,2018-08-10 04:00:59,Ashes,diffuse1,8440245,3151124
COVIS-20180810T040250-diffuse3,2018-08-10 04:02:50,Ashes,diffuse3,8440245,3086575
COVIS-20180810T043001-diffuse3,2018-08-10 04:30:01,Ashes,diffuse3,8440248,3148796
COVIS-20180810T043057-diffuse1,2018-08-10 04:30:57,Ashes,diffuse1,8440258,3156840
COVIS-20180810T043249-diffuse2,2018-08-10 04:32:49,Ashes,diffuse2,8440246,3213383
COVIS-20180810T050001-diffuse2,2018-08-10 05:00:01,Ashes,diffuse2,8440241,3232219
COVIS-20180810T050059-diffuse1,2018-08-10 05:00:59,Ashes,diffuse1,8440249,3146297
COVIS-20180810T050251-diffuse3,2018-08-10 05:02:51,Ashes,diffuse3,8440415,3100080
COVIS-20180810T053001-diffuse3,2018-08-10 05:30:01,Ashes,diffuse3,8440248,3152273
COVIS-20180810T053057-diffuse1,2018-08-10 05:30:57,Ashes,diffuse1,8440259,3136107
COVIS-20180810T053250-diffuse2,2018-08-10 05:32:50,Ashes,diffuse2,8440245,3174630
COVIS-20180810T060001-diffuse2,2018-08-10 06:00:01,Ashes,diffuse2,8440246,3257666
COVIS-20180810T060059-diffuse1,2018-08-10 06:00:59,Ashes,diffuse1,8440249,3143055
COVIS-20180810T060250-diffuse3,2018-08-10 06:02:50,Ashes,diffuse3,8440248,3080096
COVIS-20180810T063001-diffuse3,2018-08-10 06:30:01,Ashes,diffuse3,8440248,3127758
COVIS-20180810T063057-diffuse1,2018-08-10 06:30:57,Ashes,diffuse1,8440260,3152662
COVIS-20180810T063249-diffuse2,2018-08-10 06:32:49,Ashes,diffuse2,8440250,3228800
COVIS-20180810T070001-diffuse2,2018-08-10 07:00:01,Ashes,diffuse2,8440250,3207864
COVIS-20180810T070100-diffuse1,2018-08-10 07:01:00,Ashes,diffuse1,8440244,3151780
COVIS-20180810T070252-diffuse3,2018-08-10 07:02:52,Ashes,diffuse3,8440406,3070579
COVIS-20180810T073002-diffuse3,2018-08-10 07:30:02,Ashes,diffuse3,8440242,3135649
COVIS-20180810T073056-diffuse1,2018-08-10 07:30:56,Ashes,diffuse1,8440250,3120091
COVIS-20180810T073248-diffuse2,2018-08-10 07:32:48,Ashes,diffuse2,8440247,3192693
COVIS-20180810T080002-diffuse2,2018-08-10 08:00:02,Ashes,diffuse2,8440246,3219242
COVIS-20180810T080059-diffuse1,2018-08-10 08:00:59,Ashes,diffuse1,8440249,3117232
COVIS-20180810T080250-diffuse3,2018-08-10 08:02:50,Ashes,diffuse3,8440247,3080741
COVIS-20180810T083002-diffuse3,2018-08-10 08:30:02,Ashes,diffuse3,8440250,3141104
COVIS-20180810T083057-diffuse1,2018-08-10 08:30:57,Ashes,diffuse1,8440250,3145152
COVIS-20180810T083248-diffuse2,2018-08-10 08:32:48,Ashes,diffuse2,8440246,3184118
COVIS-20180810T090002-diffuse2,2018-08-10 09:00:02,Ashes,diffuse2,8440245,3222540
COVIS-20180810T090059-diffuse1,2018-08-10 09:00:59,Ashes,diffuse1,8440248,3139196
COVIS-20180810T090252-diffuse3,2018-08-10 09:02:52,Ashes,diffuse3,8440417,3088846
COVIS-20180810T093002-diffuse3,2018-08-10 09:30:02,Ashes,diffuse3,8440248,3158591
COVIS-20180810T093057-diffuse1,2018-08-10 09:30:57,Ashes,diffuse1,8440260,3156833
COVIS-20180810T093248-diffuse2,2018-08-10 09:32:48,Ashes,diffuse2,8440241,3228133
COVIS-20180810T100002-diffuse2,2018-08-10 10:00:02,Ashes,diffuse2,8440242,3253954
COVIS-20180810T100100-diffuse1,2018-08-10 10:01:00,Ashes,diffuse1,8440244,3133244
COVIS-20180810T100251-diffuse3,2018-08-10 10:02:51,Ashes,diffuse3,8440246,3091918
COVIS-20180810T103002-diffuse3,2018-08-10 10:30:02,Ashes,diffuse3,8440249,3149556
COVIS-20180810T103058-diffuse1,2018-08-10 10:30:58,Ashes,diffuse1,8440258,3168884
