# basename,datetime,site,mode,raw_size,7z_size
COVIS-20181225T060941-imagecenter,2018-12-25 06:09:41,Ashes,imagecenter,2021597324,188709733
COVIS-20181225T063424-diffuseright,2018-12-25 06:34:24,Ashes,diffuseright,961741648,272203451
COVIS-20181225T065324-diffuseleft,2018-12-25 06:53:24,Ashes,diffuseleft,961743914,173257507
COVIS-20181225T090002-imageleft,2018-12-25 09:00:02,Ashes,imageleft,866401446,211323040
COVIS-20181225T091030-imagecenter,2018-12-25 09:10:30,Ashes,imagecenter,2021597383,185033977
COVIS-20181225T093513-diffuseright,2018-12-25 09:35:13,Ashes,diffuseright,961742456,272646966
COVIS-20181225T095437-diffuseleft,2018-12-25 09:54:37,Ashes,diffuseleft,961743382,167819005
COVIS-20181225T150002-imageleft,2018-12-25 15:00:02,Ashes,imageleft,866401443,212862828
COVIS-20181225T151051-imagecenter,2018-12-25 15:10:51,Ashes,imagecenter,2021597337,181626596
COVIS-20181225T153514-diffuseright,2018-12-25 15:35:14,Ashes,diffuseright,961742115,267310886
COVIS-20181225T155409-diffuseleft,2018-12-25 15:54:09,Ashes,diffuseleft,961742648,172615064
COVIS-20181225T180002-imageleft,2018-12-25 18:00:02,Ashes,imageleft,866401467,210718063
COVIS-20181225T181049-imagecenter,2018-12-25 18:10:49,Ashes,imagecenter,2021597353,198023089
COVIS-20181225T183527-diffuseright,2018-12-25 18:35:27,Ashes,diffuseright,961742382,272378325
COVIS-20181225T185459-diffuseleft,2018-12-25 18:54:59,Ashes,diffuseleft,961742654,168049700
COVIS-20181225T210001-imageleft,2018-12-25 21:00:01,Ashes,imageleft,866401442,209354534
COVIS-20181225T211103-imagecenter,2018-12-25 21:11:03,Ashes,imagecenter,2021597387,182840002
COVIS-20181225T213538-diffuseright,2018-12-25 21:35:38,Ashes,diffuseright,961741786,267213487
COVIS-20181225T215447-diffuseleft,2018-12-25 21:54:47,Ashes,diffuseleft,961742375,167203981
COVIS-20181226T000001-imageleft,2018-12-26 00:00:01,Ashes,imageleft,866401428,215597437
COVIS-20181226T001033-imagecenter,2018-12-26 00:10:33,Ashes,imagecenter,2021597337,193490790
COVIS-20181226T003436-diffuseright,2018-12-26 00:34:36,Ashes,diffuseright,961741702,274349223
COVIS-20181226T005344-diffuseleft,2018-12-26 00:53:44,Ashes,diffuseleft,961742383,171758035
COVIS-20181226T030001-imageleft,2018-12-26 03:00:01,Ashes,imageleft,866401442,212509467
COVIS-20181226T031053-imagecenter,2018-12-26 03:10:53,Ashes,imagecenter,2021597360,189656744
COVIS-20181226T033605-diffuseright,2018-12-26 03:36:05,Ashes,diffuseright,961742227,270534322
COVIS-20181226T035517-diffuseleft,2018-12-26 03:55:17,Ashes,diffuseleft,961742822,172688084
COVIS-20181226T090002-imageleft,2018-12-26 09:00:02,Ashes,imageleft,866401429,216220734
COVIS-20181226T090957-imagecenter,2018-12-26 09:09:57,Ashes,imagecenter,2021597360,191713051
COVIS-20181226T093413-diffuseright,2018-12-26 09:34:13,Ashes,diffuseright,961741709,271852787
COVIS-20181226T095327-diffuseleft,2018-12-26 09:53:27,Ashes,diffuseleft,961742715,168114474
COVIS-20181226T150002-imageleft,2018-12-26 15:00:02,Ashes,imageleft,866401451,210813088
COVIS-20181226T151115-imagecenter,2018-12-26 15:11:15,Ashes,imagecenter,2021597335,182023641
COVIS-20181226T210001-imageleft,2018-12-26 21:00:01,Ashes,imageleft,866401481,175540346
COVIS-20181226T211411-imagecenter,2018-12-26 21:14:11,Ashes,imagecenter,2021597340,181760292
COVIS-20181227T030002-imageleft,2018-12-27 03:00:02,Ashes,imageleft,866401488,175066067
COVIS-20181227T031351-imagecenter,2018-12-27 03:13:51,Ashes,imagecenter,2021597337,188337366
COVIS-20181227T033835-diffuseright,2018-12-27 03:38:35,Ashes,diffuseright,961742104,279371433
COVIS-20181227T035754-diffuseleft,2018-12-27 03:57:54,Ashes,diffuseleft,961742818,171769038
COVIS-20181227T060002-imageleft,2018-12-27 06:00:02,Ashes,imageleft,866401452,211606072
COVIS-20181227T061014-imagecenter,2018-12-27 06:10:14,Ashes,imagecenter,2021597341,184063550
COVIS-20181227T063449-diffuseright,2018-12-27 06:34:49,Ashes,diffuseright,961742225,271347196
COVIS-20181227T065338-diffuseleft,2018-12-27 06:53:38,Ashes,diffuseleft,961743562,171732341
COVIS-20181227T090002-imageleft,2018-12-27 09:00:02,Ashes,imageleft,866401425,215067198
COVIS-20181227T090951-imagecenter,2018-12-27 09:09:51,Ashes,imagecenter,2021597332,198710856
COVIS-20181227T093447-diffuseright,2018-12-27 09:34:47,Ashes,diffuseright,961741729,270909933
COVIS-20181227T095343-diffuseleft,2018-12-27 09:53:43,Ashes,diffuseleft,961742897,172295182
COVIS-20181227T120002-imageleft,2018-12-27 12:00:02,Ashes,imageleft,866401437,211654136
COVIS-20181227T120959-imagecenter,2018-12-27 12:09:59,Ashes,imagecenter,2021597339,181947743
COVIS-20181227T123447-diffuseright,2018-12-27 12:34:47,Ashes,diffuseright,961742251,267598262
COVIS-20181227T125340-diffuseleft,2018-12-27 12:53:40,Ashes,diffuseleft,961742878,169944892
COVIS-20181227T150001-imageleft,2018-12-27 15:00:01,Ashes,imageleft,866401441,210986251
COVIS-20181227T151006-imagecenter,2018-12-27 15:10:06,Ashes,imagecenter,2021597338,183366311
COVIS-20181227T210002-imageleft,2018-12-27 21:00:02,Ashes,imageleft,866401482,171285572
COVIS-20181227T211341-imagecenter,2018-12-27 21:13:41,Ashes,imagecenter,2021597361,182050339
COVIS-20181228T030002-imageleft,2018-12-28 03:00:02,Ashes,imageleft,866401465,172927488
COVIS-20181228T031405-imagecenter,2018-12-28 03:14:05,Ashes,imagecenter,2021597348,195014593
COVIS-20181228T090002-imageleft,2018-12-28 09:00:02,Ashes,imageleft,866401494,171401168
COVIS-20181228T091357-imagecenter,2018-12-28 09:13:57,Ashes,imagecenter,2021597344,181266445
COVIS-20181228T093854-diffuseright,2018-12-28 09:38:54,Ashes,diffuseright,961742755,270096864
COVIS-20181228T095753-diffuseleft,2018-12-28 09:57:53,Ashes,diffuseleft,961743438,169750396
COVIS-20181228T120001-imageleft,2018-12-28 12:00:01,Ashes,imageleft,866401454,213551624
COVIS-20181228T121102-imagecenter,2018-12-28 12:11:02,Ashes,imagecenter,2021597335,188120252
COVIS-20181228T123558-diffuseright,2018-12-28 12:35:58,Ashes,diffuseright,961742431,274379252
COVIS-20181228T125513-diffuseleft,2018-12-28 12:55:13,Ashes,diffuseleft,961743550,172627176
COVIS-20181228T150002-imageleft,2018-12-28 15:00:02,Ashes,imageleft,866401450,214203707
COVIS-20181228T150925-imagecenter,2018-12-28 15:09:25,Ashes,imagecenter,2021597329,187386183
COVIS-20181228T153357-diffuseright,2018-12-28 15:33:57,Ashes,diffuseright,961741952,271968224
COVIS-20181228T155250-diffuseleft,2018-12-28 15:52:50,Ashes,diffuseleft,961742867,172366702
COVIS-20181228T180002-imageleft,2018-12-28 18:00:02,Ashes,imageleft,866401441,209838402
COVIS-20181228T181003-imagecenter,2018-12-28 18:10:03,Ashes,imagecenter,2021597338,187201882
COVIS-20181228T183414-diffuseright,2018-12-28 18:34:14,Ashes,diffuseright,961741991,278128973
COVIS-20181228T185317-diffuseleft,2018-12-28 18:53:17,Ashes,diffuseleft,961743100,171363125
COVIS-20181228T210002-imageleft,2018-12-28 21:00:02,Ashes,imageleft,866401430,214848743
COVIS-20181228T211006-imagecenter,2018-12-28 21:10:06,Ashes,imagecenter,2021597344,193613147
COVIS-20181229T030002-imageleft,2018-12-29 03:00:02,Ashes,imageleft,866401486,172088957
COVIS-20181229T031423-imagecenter,2018-12-29 03:14:23,Ashes,imagecenter,2021597355,182566056
COVIS-20181229T090001-imageleft,2018-12-29 09:00:01,Ashes,imageleft,866401478,180724311
COVIS-20181229T091343-imagecenter,2018-12-29 09:13:43,Ashes,imagecenter,2021597306,182395569
COVIS-20181229T150002-imageleft,2018-12-29 15:00:02,Ashes,imageleft,866401486,178980503
COVIS-20181229T151406-imagecenter,2018-12-29 15:14:06,Ashes,imagecenter,2021597356,201973471
COVIS-20181229T153856-diffuseright,2018-12-29 15:38:56,Ashes,diffuseright,961741916,276088657
COVIS-20181229T155752-diffuseleft,2018-12-29 15:57:52,Ashes,diffuseleft,961743064,171258816
COVIS-20181229T180002-imageleft,2018-12-29 18:00:02,Ashes,imageleft,866401427,211898884
COVIS-20181229T181048-imagecenter,2018-12-29 18:10:48,Ashes,imagecenter,2021597387,185412162
COVIS-20181229T183625-diffuseright,2018-12-29 18:36:25,Ashes,diffuseright,961741921,275296531
COVIS-20181229T185556-diffuseleft,2018-12-29 18:55:56,Ashes,diffuseleft,961743118,174328457
COVIS-20181229T210002-imageleft,2018-12-29 21:00:02,Ashes,imageleft,866401448,209029320
COVIS-20181229T211029-imagecenter,2018-12-29 21:10:29,Ashes,imagecenter,2021597356,185541121
COVIS-20181229T213504-diffuseright,2018-12-29 21:35:04,Ashes,diffuseright,961742454,273133129
COVIS-20181229T215422-diffuseleft,2018-12-29 21:54:22,Ashes,diffuseleft,961743399,166685759
COVIS-20181230T000002-imageleft,2018-12-30 00:00:02,Ashes,imageleft,866401433,209762648
COVIS-20181230T001107-imagecenter,2018-12-30 00:11:07,Ashes,imagecenter,2021597341,194305504
COVIS-20181230T003630-diffuseright,2018-12-30 00:36:30,Ashes,diffuseright,961742434,270229557
COVIS-20181230T005548-diffuseleft,2018-12-30 00:55:48,Ashes,diffuseleft,961742381,166672833
COVIS-20181230T030002-imageleft,2018-12-30 03:00:02,Ashes,imageleft,866401436,210928285
COVIS-20181230T031000-imagecenter,2018-12-30 03:10:00,Ashes,imagecenter,2021597382,185697755
COVIS-20181230T090001-imageleft,2018-12-30 09:00:01,Ashes,imageleft,866401482,182320206
COVIS-20181230T091410-imagecenter,2018-12-30 09:14:10,Ashes,imagecenter,2021597354,195719146
COVIS-20181230T150002-imageleft,2018-12-30 15:00:02,Ashes,imageleft,866401470,173859626
COVIS-20181230T151437-imagecenter,2018-12-30 15:14:37,Ashes,imagecenter,2021597343,183445253
COVIS-20181230T153945-diffuseright,2018-12-30 15:39:45,Ashes,diffuseright,961741630,274712173
COVIS-20181230T155925-diffuseleft,2018-12-30 15:59:25,Ashes,diffuseleft,961743534,167372907
COVIS-20181230T180002-imageleft,2018-12-30 18:00:02,Ashes,imageleft,866401445,205851450
COVIS-20181230T181003-imagecenter,2018-12-30 18:10:03,Ashes,imagecenter,2021597341,181337909
COVIS-20181230T183347-diffuseright,2018-12-30 18:33:47,Ashes,diffuseright,961742072,269949192
COVIS-20181230T185327-diffuseleft,2018-12-30 18:53:27,Ashes,diffuseleft,961743064,166296532
COVIS-20181230T210002-imageleft,2018-12-30 21:00:02,Ashes,imageleft,866401463,215573696
COVIS-20181230T211105-imagecenter,2018-12-30 21:11:05,Ashes,imagecenter,2021597348,201881006
COVIS-20181230T213543-diffuseright,2018-12-30 21:35:43,Ashes,diffuseright,961741738,273146846
COVIS-20181230T215507-diffuseleft,2018-12-30 21:55:07,Ashes,diffuseleft,961743125,171957279
COVIS-20181231T000002-imageleft,2018-12-31 00:00:02,Ashes,imageleft,866401450,207582357
COVIS-20181231T001019-imagecenter,2018-12-31 00:10:19,Ashes,imagecenter,2021597331,183141393
COVIS-20181231T003420-diffuseright,2018-12-31 00:34:20,Ashes,diffuseright,961742388,271319888
COVIS-20181231T005308-diffuseleft,2018-12-31 00:53:08,Ashes,diffuseleft,961742546,167391442
COVIS-20181231T030001-imageleft,2018-12-31 03:00:01,Ashes,imageleft,866401432,207521529
COVIS-20181231T031012-imagecenter,2018-12-31 03:10:12,Ashes,imagecenter,2017989229,181321443
COVIS-20181231T090002-imageleft,2018-12-31 09:00:02,Ashes,imageleft,866401427,173175419
COVIS-20181231T091352-imagecenter,2018-12-31 09:13:52,Ashes,imagecenter,2021597313,193820269
COVIS-20181231T093751-diffuseright,2018-12-31 09:37:51,Ashes,diffuseright,961742201,270018328
COVIS-20181231T095706-diffuseleft,2018-12-31 09:57:06,Ashes,diffuseleft,961743156,171691465
COVIS-20181231T120002-imageleft,2018-12-31 12:00:02,Ashes,imageleft,866401443,210534505
COVIS-20181231T121045-imagecenter,2018-12-31 12:10:45,Ashes,imagecenter,2021597310,192760770
COVIS-20181231T123604-diffuseright,2018-12-31 12:36:04,Ashes,diffuseright,961742056,271234772
COVIS-20181231T125521-diffuseleft,2018-12-31 12:55:21,Ashes,diffuseleft,961742343,168587223
COVIS-20181231T150002-imageleft,2018-12-31 15:00:02,Ashes,imageleft,866401452,207997650
COVIS-20181231T150957-imagecenter,2018-12-31 15:09:57,Ashes,imagecenter,2021597312,179492120
COVIS-20181231T210002-imageleft,2018-12-31 21:00:02,Ashes,imageleft,866401498,169799946
COVIS-20181231T211409-imagecenter,2018-12-31 21:14:09,Ashes,imagecenter,2021597321,197155040
COVIS-20181231T213844-diffuseright,2018-12-31 21:38:44,Ashes,diffuseright,961742643,275114340
COVIS-20181231T215819-diffuseleft,2018-12-31 21:58:19,Ashes,diffuseleft,961743028,174847458
COVIS-20190101T030001-imageleft,2019-01-01 03:00:01,Ashes,imageleft,866401423,215154358
COVIS-20190101T030946-imagecenter,2019-01-01 03:09:46,Ashes,imagecenter,2021597349,194969065
COVIS-20190101T090002-imageleft,2019-01-01 09:00:02,Ashes,imageleft,866401493,173813689
COVIS-20190101T091406-imagecenter,2019-01-01 09:14:06,Ashes,imagecenter,2021597359,187285545
COVIS-20190101T093837-diffuseright,2019-01-01 09:38:37,Ashes,diffuseright,961742577,271658702
COVIS-20190101T095734-diffuseleft,2019-01-01 09:57:34,Ashes,diffuseleft,961742773,171157349
COVIS-20190101T120001-imageleft,2019-01-01 12:00:01,Ashes,imageleft,866401458,215414717
COVIS-20190101T121018-imagecenter,2019-01-01 12:10:18,Ashes,imagecenter,2021597350,195033117
COVIS-20190101T123458-diffuseright,2019-01-01 12:34:58,Ashes,diffuseright,961741937,270981321
COVIS-20190101T125358-diffuseleft,2019-01-01 12:53:58,Ashes,diffuseleft,961742731,172869228
COVIS-20190101T150002-imageleft,2019-01-01 15:00:02,Ashes,imageleft,866401424,212171229
COVIS-20190101T151039-imagecenter,2019-01-01 15:10:39,Ashes,imagecenter,2021597382,203447686
COVIS-20190101T210002-imageleft,2019-01-01 21:00:02,Ashes,imageleft,866401512,173622970
COVIS-20190101T211438-imagecenter,2019-01-01 21:14:38,Ashes,imagecenter,2021597361,182590860
COVIS-20190101T214010-diffuseright,2019-01-01 21:40:10,Ashes,diffuseright,961741926,266396805
COVIS-20190101T215949-diffuseleft,2019-01-01 21:59:49,Ashes,diffuseleft,961743062,170126689
COVIS-20190102T000001-imageleft,2019-01-02 00:00:01,Ashes,imageleft,866401465,208956559
COVIS-20190102T001023-imagecenter,2019-01-02 00:10:23,Ashes,imagecenter,2021597362,185922175
COVIS-20190102T003434-diffuseright,2019-01-02 00:34:34,Ashes,diffuseright,961741939,268755700
COVIS-20190102T005337-diffuseleft,2019-01-02 00:53:37,Ashes,diffuseleft,961742860,172167487
COVIS-20190102T030002-imageleft,2019-01-02 03:00:02,Ashes,imageleft,866401451,209740002
COVIS-20190102T031018-imagecenter,2019-01-02 03:10:18,Ashes,imagecenter,2021597357,186811142
COVIS-20190102T033520-diffuseright,2019-01-02 03:35:20,Ashes,diffuseright,961742581,271188389
COVIS-20190102T035424-diffuseleft,2019-01-02 03:54:24,Ashes,diffuseleft,961742521,164592999
COVIS-20190102T060002-imageleft,2019-01-02 06:00:02,Ashes,imageleft,866401462,205743058
COVIS-20190102T061054-imagecenter,2019-01-02 06:10:54,Ashes,imagecenter,2021597325,181008513
COVIS-20190102T063626-diffuseright,2019-01-02 06:36:26,Ashes,diffuseright,961742048,270662517
COVIS-20190102T065524-diffuseleft,2019-01-02 06:55:24,Ashes,diffuseleft,961742841,165568645
COVIS-20190102T090002-imageleft,2019-01-02 09:00:02,Ashes,imageleft,866401454,206690590
COVIS-20190102T091102-imagecenter,2019-01-02 09:11:02,Ashes,imagecenter,2021597332,182217048
COVIS-20190102T093520-diffuseright,2019-01-02 09:35:20,Ashes,diffuseright,961742175,271091030
COVIS-20190102T095425-diffuseleft,2019-01-02 09:54:25,Ashes,diffuseleft,961742574,169273927
COVIS-20190102T120002-imageleft,2019-01-02 12:00:02,Ashes,imageleft,866401436,211382422
COVIS-20190102T121041-imagecenter,2019-01-02 12:10:41,Ashes,imagecenter,2021597331,199785037
COVIS-20190102T123430-diffuseright,2019-01-02 12:34:30,Ashes,diffuseright,961742041,276608623
COVIS-20190102T125341-diffuseleft,2019-01-02 12:53:41,Ashes,diffuseleft,961743657,169735077
COVIS-20190102T150002-imageleft,2019-01-02 15:00:02,Ashes,imageleft,866401470,206993484
COVIS-20190102T151017-imagecenter,2019-01-02 15:10:17,Ashes,imagecenter,2021597349,182259528
COVIS-20190102T210001-imageleft,2019-01-02 21:00:01,Ashes,imageleft,866401465,173167141
COVIS-20190102T211348-imagecenter,2019-01-02 21:13:48,Ashes,imagecenter,2021597335,179270959
COVIS-20190103T030002-imageleft,2019-01-03 03:00:02,Ashes,imageleft,866401487,180340930
COVIS-20190103T031407-imagecenter,2019-01-03 03:14:07,Ashes,imagecenter,2021597337,185303965
COVIS-20190103T033856-diffuseright,2019-01-03 03:38:56,Ashes,diffuseright,961741677,268441271
COVIS-20190103T035754-diffuseleft,2019-01-03 03:57:54,Ashes,diffuseleft,961742519,170431506
COVIS-20190103T090002-imageleft,2019-01-03 09:00:02,Ashes,imageleft,866401475,216707055
COVIS-20190103T091025-imagecenter,2019-01-03 09:10:25,Ashes,imagecenter,2021597342,190171477
COVIS-20190103T150001-imageleft,2019-01-03 15:00:01,Ashes,imageleft,866401483,168345394
COVIS-20190103T151413-imagecenter,2019-01-03 15:14:13,Ashes,imagecenter,2021597340,180446268
COVIS-20190103T153805-diffuseright,2019-01-03 15:38:05,Ashes,diffuseright,961741931,270965258
COVIS-20190103T155712-diffuseleft,2019-01-03 15:57:12,Ashes,diffuseleft,961743398,163792889
COVIS-20190103T180002-imageleft,2019-01-03 18:00:02,Ashes,imageleft,866401444,206487699
COVIS-20190103T181033-imagecenter,2019-01-03 18:10:33,Ashes,imagecenter,2021597349,180800360
COVIS-20190103T183554-diffuseright,2019-01-03 18:35:54,Ashes,diffuseright,961742273,273029266
COVIS-20190103T185516-diffuseleft,2019-01-03 18:55:16,Ashes,diffuseleft,961742902,166765913
COVIS-20190103T210001-imageleft,2019-01-03 21:00:01,Ashes,imageleft,866401466,208136798
COVIS-20190103T211041-imagecenter,2019-01-03 21:10:41,Ashes,imagecenter,2021597356,181987046
COVIS-20190103T213556-diffuseright,2019-01-03 21:35:56,Ashes,diffuseright,961741948,272302927
COVIS-20190103T215459-diffuseleft,2019-01-03 21:54:59,Ashes,diffuseleft,961743725,173690409
COVIS-20190104T000001-imageleft,2019-01-04 00:00:01,Ashes,imageleft,866401433,215948357
COVIS-20190104T001013-imagecenter,2019-01-04 00:10:13,Ashes,imagecenter,2021597368,188271147
COVIS-20190104T003442-diffuseright,2019-01-04 00:34:42,Ashes,diffuseright,961742233,271602033
COVIS-20190104T005344-diffuseleft,2019-01-04 00:53:44,Ashes,diffuseleft,961742390,173556968
COVIS-20190104T030002-imageleft,2019-01-04 03:00:02,Ashes,imageleft,866401434,216474312
COVIS-20190104T031027-imagecenter,2019-01-04 03:10:27,Ashes,imagecenter,2021597331,198679773
COVIS-20190104T033449-diffuseright,2019-01-04 03:34:49,Ashes,diffuseright,961742344,273714239
COVIS-20190104T035343-diffuseleft,2019-01-04 03:53:43,Ashes,diffuseleft,961742896,170125152
COVIS-20190104T060001-imageleft,2019-01-04 06:00:01,Ashes,imageleft,866401442,208258352
COVIS-20190104T060957-imagecenter,2019-01-04 06:09:57,Ashes,imagecenter,2021597313,191480591
COVIS-20190104T063442-diffuseright,2019-01-04 06:34:42,Ashes,diffuseright,961742122,273355069
COVIS-20190104T065417-diffuseleft,2019-01-04 06:54:17,Ashes,diffuseleft,961743774,167913536
COVIS-20190104T090002-imageleft,2019-01-04 09:00:02,Ashes,imageleft,866401444,208635536
COVIS-20190104T091000-imagecenter,2019-01-04 09:10:00,Ashes,imagecenter,2021597333,181532884
COVIS-20190104T150002-imageleft,2019-01-04 15:00:02,Ashes,imageleft,866401482,174561543
COVIS-20190104T151330-imagecenter,2019-01-04 15:13:30,Ashes,imagecenter,2021597389,182665115
COVIS-20190104T210001-imageleft,2019-01-04 21:00:01,Ashes,imageleft,866401458,173756308
COVIS-20190104T211414-imagecenter,2019-01-04 21:14:14,Ashes,imagecenter,2021597350,181552429
COVIS-20190104T213939-diffuseright,2019-01-04 21:39:39,Ashes,diffuseright,961742360,269483662
COVIS-20190104T215902-diffuseleft,2019-01-04 21:59:02,Ashes,diffuseleft,961742488,167399869
COVIS-20190105T030001-imageleft,2019-01-05 03:00:01,Ashes,imageleft,866401441,212478787
COVIS-20190105T031028-imagecenter,2019-01-05 03:10:28,Ashes,imagecenter,2021597346,183539910
COVIS-20190105T033508-diffuseright,2019-01-05 03:35:08,Ashes,diffuseright,961742093,274473848
COVIS-20190105T035427-diffuseleft,2019-01-05 03:54:27,Ashes,diffuseleft,961742384,172768810
COVIS-20190105T060001-imageleft,2019-01-05 06:00:01,Ashes,imageleft,866401432,204598381
COVIS-20190105T061030-imagecenter,2019-01-05 06:10:30,Ashes,imagecenter,2021597296,182532003
COVIS-20190105T063439-diffuseright,2019-01-05 06:34:39,Ashes,diffuseright,961742176,270478444
COVIS-20190105T065316-diffuseleft,2019-01-05 06:53:16,Ashes,diffuseleft,961743328,165597132
COVIS-20190105T090002-imageleft,2019-01-05 09:00:02,Ashes,imageleft,866401451,204356375
COVIS-20190105T091013-imagecenter,2019-01-05 09:10:13,Ashes,imagecenter,2021597356,181821090
COVIS-20190105T093505-diffuseright,2019-01-05 09:35:05,Ashes,diffuseright,961741476,272115922
COVIS-20190105T095446-diffuseleft,2019-01-05 09:54:46,Ashes,diffuseleft,961742938,165474226
COVIS-20190105T120001-imageleft,2019-01-05 12:00:01,Ashes,imageleft,866401430,205009020
COVIS-20190105T121000-imagecenter,2019-01-05 12:10:00,Ashes,imagecenter,2021597344,179723259
COVIS-20190105T123532-diffuseright,2019-01-05 12:35:32,Ashes,diffuseright,961742494,265746149
COVIS-20190105T125432-diffuseleft,2019-01-05 12:54:32,Ashes,diffuseleft,961742658,167661481
COVIS-20190105T150004-imageleft,2019-01-05 15:00:04,Ashes,imageleft,866401457,206381945
COVIS-20190105T151038-imagecenter,2019-01-05 15:10:38,Ashes,imagecenter,2021597357,182081377
COVIS-20190105T153544-diffuseright,2019-01-05 15:35:44,Ashes,diffuseright,961742446,271299267
COVIS-20190105T155416-diffuseleft,2019-01-05 15:54:16,Ashes,diffuseleft,961742884,163586162
COVIS-20190105T210002-imageleft,2019-01-05 21:00:02,Ashes,imageleft,866401436,203564287
COVIS-20190105T211023-imagecenter,2019-01-05 21:10:23,Ashes,imagecenter,2021597359,180481077
COVIS-20190105T213448-diffuseright,2019-01-05 21:34:48,Ashes,diffuseright,961742922,269844976
COVIS-20190105T215426-diffuseleft,2019-01-05 21:54:26,Ashes,diffuseleft,961743360,164825361
COVIS-20190106T000002-imageleft,2019-01-06 00:00:02,Ashes,imageleft,866401441,213466864
COVIS-20190106T001016-imagecenter,2019-01-06 00:10:16,Ashes,imagecenter,2021597338,182645815
COVIS-20190106T003409-diffuseright,2019-01-06 00:34:09,Ashes,diffuseright,961742064,278129250
COVIS-20190106T005345-diffuseleft,2019-01-06 00:53:45,Ashes,diffuseleft,961742961,169797788
COVIS-20190106T030002-imageleft,2019-01-06 03:00:02,Ashes,imageleft,866401430,208474116
COVIS-20190106T031032-imagecenter,2019-01-06 03:10:32,Ashes,imagecenter,2021597356,197791242
COVIS-20190106T033603-diffuseright,2019-01-06 03:36:03,Ashes,diffuseright,961741562,272741414
COVIS-20190106T035512-diffuseleft,2019-01-06 03:55:12,Ashes,diffuseleft,961742756,166542909
COVIS-20190106T060002-imageleft,2019-01-06 06:00:02,Ashes,imageleft,866401453,204973400
COVIS-20190106T061013-imagecenter,2019-01-06 06:10:13,Ashes,imagecenter,2021597367,179898095
COVIS-20190106T063429-diffuseright,2019-01-06 06:34:29,Ashes,diffuseright,961742195,274541435
COVIS-20190106T065333-diffuseleft,2019-01-06 06:53:33,Ashes,diffuseleft,961743356,165724402
COVIS-20190106T090002-imageleft,2019-01-06 09:00:02,Ashes,imageleft,866401471,203909343
COVIS-20190106T091028-imagecenter,2019-01-06 09:10:28,Ashes,imagecenter,2021597338,182118658
COVIS-20190106T093502-diffuseright,2019-01-06 09:35:02,Ashes,diffuseright,961742184,274188160
COVIS-20190106T095414-diffuseleft,2019-01-06 09:54:14,Ashes,diffuseleft,961743246,165948926
COVIS-20190106T120002-imageleft,2019-01-06 12:00:02,Ashes,imageleft,866401449,213026724
COVIS-20190106T121042-imagecenter,2019-01-06 12:10:42,Ashes,imagecenter,2021597317,187013439
COVIS-20190106T123549-diffuseright,2019-01-06 12:35:49,Ashes,diffuseright,961742075,269885747
COVIS-20190106T125446-diffuseleft,2019-01-06 12:54:46,Ashes,diffuseleft,961742664,168238943
COVIS-20190106T150001-imageleft,2019-01-06 15:00:01,Ashes,imageleft,866401470,211766230
COVIS-20190106T151034-imagecenter,2019-01-06 15:10:34,Ashes,imagecenter,2021597379,186496533
COVIS-20190106T210001-imageleft,2019-01-06 21:00:01,Ashes,imageleft,866401472,166669216
COVIS-20190106T211342-imagecenter,2019-01-06 21:13:42,Ashes,imagecenter,2021597352,182407804
COVIS-20190106T213828-diffuseright,2019-01-06 21:38:28,Ashes,diffuseright,961741907,273981600
COVIS-20190106T215748-diffuseleft,2019-01-06 21:57:48,Ashes,diffuseleft,961742453,167071431
COVIS-20190107T000002-imageleft,2019-01-07 00:00:02,Ashes,imageleft,866401436,214018342
COVIS-20190107T001015-imagecenter,2019-01-07 00:10:15,Ashes,imagecenter,2021597322,182367323
COVIS-20190107T003444-diffuseright,2019-01-07 00:34:44,Ashes,diffuseright,961741737,267866392
COVIS-20190107T005322-diffuseleft,2019-01-07 00:53:22,Ashes,diffuseleft,961743377,171633280
COVIS-20190107T030001-imageleft,2019-01-07 03:00:01,Ashes,imageleft,866401462,211766010
COVIS-20190107T031053-imagecenter,2019-01-07 03:10:53,Ashes,imagecenter,2021597354,187666309
COVIS-20190107T033545-diffuseright,2019-01-07 03:35:45,Ashes,diffuseright,961742049,270740827
COVIS-20190107T035508-diffuseleft,2019-01-07 03:55:08,Ashes,diffuseleft,961743379,171027697
COVIS-20190107T060001-imageleft,2019-01-07 06:00:01,Ashes,imageleft,866401416,214319412
COVIS-20190107T061036-imagecenter,2019-01-07 06:10:36,Ashes,imagecenter,2021597329,193755154
COVIS-20190107T063616-diffuseright,2019-01-07 06:36:16,Ashes,diffuseright,961741976,269162558
COVIS-20190107T065527-diffuseleft,2019-01-07 06:55:27,Ashes,diffuseleft,961742521,170016028
COVIS-20190107T090002-imageleft,2019-01-07 09:00:02,Ashes,imageleft,866401450,214823105
COVIS-20190107T091005-imagecenter,2019-01-07 09:10:05,Ashes,imagecenter,2021597375,188694573
COVIS-20190107T150001-imageleft,2019-01-07 15:00:01,Ashes,imageleft,866401487,182098518
COVIS-20190107T151426-imagecenter,2019-01-07 15:14:26,Ashes,imagecenter,2021597290,183795916
COVIS-20190107T153928-diffuseright,2019-01-07 15:39:28,Ashes,diffuseright,961742037,272369285
COVIS-20190107T155845-diffuseleft,2019-01-07 15:58:45,Ashes,diffuseleft,961742400,167791735
COVIS-20190107T180001-imageleft,2019-01-07 18:00:01,Ashes,imageleft,866401471,206029166
